LEAID,total_enrollment,num_schools_reporting,mean_school_absent_rate,weighted_absent_rate,grad_rate
102070,142.0,1,2.8169014084507045,2.8169014084507045,83.26086956521739
102100,985.0,6,3.724994958820035,3.248730964467005,89.25
102190,173.0,2,11.013513513513514,4.624277456647399,84.66666666666667
102220,1546.0,13,4.67999144975138,4.07503234152652,84.54838709677419
102310,158.0,2,5.002405002405002,5.063291139240506,80.0
102370,11147.0,74,22.52097027975036,19.162106396339823,74.27777777777777
102430,4861.0,33,8.007953108631229,6.336144826167455,71.17391304347827
102480,353.0,4,3.166660848112461,3.1161473087818696,86.375
102580,121.0,1,2.479338842975207,2.479338842975207,89.0
102635,203.0,2,3.002070393374741,1.9704433497536944,92.0
102640,249.0,3,4.65688029597804,3.6144578313253017,77.5
102650,359.0,1,1.1142061281337048,1.1142061281337048,85.42857142857143
102700,457.0,4,4.022095246579535,3.2822757111597376,75.6
102880,332.0,3,6.886429943784246,5.722891566265061,73.75
102940,154.0,1,2.5974025974025974,2.5974025974025974,75.5
103030,1724.0,17,6.354267151861369,4.814385150812065,90.08695652173913
103062,679.0,8,9.045385429487798,8.24742268041237,82.22222222222223
103090,162.0,1,2.4691358024691357,2.4691358024691357,76.5
103180,454.0,5,5.454970341310505,4.405286343612334,87.0
103360,1128.0,14,12.264286902298108,10.195035460992909,77.95652173913044
103390,1273.0,11,5.194187130454861,3.613511390416339,77.6774193548387
103450,940.0,8,5.054888914776048,4.8936170212765955,83.04347826086956
103510,316.0,3,5.1687110386013675,5.379746835443038,72.0
200001,429.0,4,3.3501976347482727,3.4965034965034967,47.375
200150,210.0,3,7.617438867438867,7.619047619047619,77.66666666666667
200180,10497.0,66,11.198708514158216,10.6506620939316,70.01639344262296
200210,674.0,7,17.051670049788736,14.243323442136498,78.875
200390,1671.0,19,8.944295706498103,7.301017354877319,80.88235294117646
200480,133.0,1,4.511278195488721,4.511278195488721,82.25
200510,4253.0,29,8.671199469869697,8.629202915588996,74.33333333333333
200600,3327.0,23,7.4868034733194,7.814848211602044,76.125
400003,870.0,4,13.28814792937511,12.183908045977011,75.0
400082,487.0,2,5.142210730446025,4.312114989733059,76.15384615384616
400103,2321.0,6,3.828376995318438,4.136148211977596,19.333333333333332
400112,387.0,2,2.3674242424242427,1.550387596899225,86.33333333333333
400157,146.0,1,1.36986301369863,1.36986301369863,29.75
400295,2654.0,9,6.310374701771295,6.141672946495856,74.625
400353,447.0,1,5.1454138702460845,5.145413870246085,31.5
400354,698.0,1,0.8595988538681949,0.8595988538681948,30.5
400355,424.0,1,19.57547169811321,19.57547169811321,25.666666666666668
400450,1617.0,3,2.9038586153129615,2.968460111317254,86.33333333333333
400790,1061.0,3,1.149555448630878,1.0367577756833175,79.125
401410,347.0,1,0.5763688760806917,0.5763688760806917,88.09375
401460,1632.0,6,3.3708685587394367,2.573529411764706,87.55555555555556
401740,884.0,2,3.3414870540453223,3.3936651583710407,75.6086956521739
401870,4153.0,17,5.99018748827229,4.7435588731037805,90.29411764705884
402320,750.0,4,3.324324667250327,3.466666666666667,71.28571428571429
402530,895.0,6,6.233546920723787,4.692737430167598,84.33333333333333
402690,1403.0,4,1.355978486520013,1.35424091233072,87.3225806451613
402860,2599.0,12,7.328203464069944,6.6948826471719896,85.5
402920,187.0,1,1.6042780748663104,1.6042780748663104,81.9375
403010,680.0,4,6.264166956710328,5.735294117647059,86.625
403400,2671.0,13,4.247012647096251,2.695619618120554,87.27586206896552
403450,3578.0,9,3.882781018443746,4.052543320290665,85.97142857142858
403780,1589.0,7,5.177086236717827,3.587161736941473,91.1875
403870,1139.0,8,7.912383289310947,7.989464442493415,86.55555555555556
403990,971.0,5,2.5125564212395006,1.3388259526261586,85.33333333333333
404060,996.0,3,4.369650318442477,3.714859437751004,70.0
404280,643.0,1,0.3110419906687403,0.3110419906687403,83.66666666666667
404630,3217.0,14,5.41301981676652,4.289710910786447,84.95833333333333
404720,1149.0,4,2.940475701381325,2.26283724978242,74.125
404970,11157.0,49,6.3995337121093945,5.001344447432105,71.325
405070,332.0,1,2.4096385542168677,2.4096385542168677,79.42857142857143
405530,762.0,6,4.738982655348913,4.4619422572178475,87.84210526315789
405820,1100.0,4,5.189599331147795,5.0,74.8
405930,4361.0,23,3.5772194170101113,3.0268287090116948,84.5625
406070,898.0,5,23.32760347658675,25.946547884187083,76.4
406250,3846.0,23,4.877002346110351,4.316172646905876,92.51515151515152
406330,12674.0,10,2.5285166799415935,2.603755720372416,75.82608695652173
406580,455.0,1,2.417582417582418,2.417582417582418,77.0
406730,829.0,5,4.911619462599854,3.618817852834741,83.875
406810,702.0,2,2.2086623594161283,2.421652421652422,92.33333333333331
407300,220.0,1,0.9090909090909092,0.9090909090909092,85.0
407520,894.0,5,6.65517287136209,5.9284116331096195,88.4
407570,1601.0,8,5.681637167056725,4.122423485321674,85.5625
407750,3329.0,20,4.917476922131099,4.35566236106939,91.25
408170,4859.0,19,5.48276781167557,5.371475612265899,74.63636363636364
408340,3088.0,7,4.661104595393665,4.727979274611398,84.02857142857142
408520,5418.0,6,3.171271245837673,3.1746031746031744,85.0
408800,17380.0,75,8.878145359117628,7.11162255466053,78.74358974358974
408850,322.0,2,1.5527950310559009,1.5527950310559009,91.0
409190,345.0,3,11.373194156423416,9.565217391304348,79.0
409630,1926.0,5,1.7203966027800366,1.7133956386292837,84.51612903225806
500015,953.0,6,1.3776123095383113,1.3641133263378804,84.77777777777777
500017,1020.0,7,10.30022047281288,8.333333333333334,88.0
500019,176.0,5,8.84920030464585,11.931818181818182,89.4
500026,1071.0,6,4.62016716443688,5.228758169934641,71.76923076923077
500043,887.0,6,3.7339647499357222,3.945885005636978,85.5
500044,443.0,4,1.827814785788924,2.0316027088036117,91.25
500419,469.0,3,2.8276018450299447,3.1982942430703623,85.0
502250,613.0,4,10.82685327483438,9.135399673735726,90.625
502960,925.0,6,2.879015879392623,2.810810810810811,92.25
503060,2473.0,20,4.701163173419282,5.297209866558836,89.0
503320,671.0,4,15.228863353178308,15.35022354694486,76.4
503690,1371.0,9,2.7586557507934355,2.3340627279358133,88.41176470588235
503750,1543.0,11,0.8500176186777434,0.7777057679844459,86.72222222222223
504590,1635.0,10,3.5848435827244245,2.7522935779816513,87.0
505680,781.0,5,1.5121219647217865,1.792573623559539,85.25
506120,1248.0,13,9.934832439643744,9.615384615384617,87.11111111111111
506330,2311.0,23,4.424071019370073,4.067503245348334,79.60714285714286
506900,668.0,4,1.5834201289296106,1.497005988023952,95.0
506990,527.0,5,0.6770833333333333,0.7590132827324478,94.5
507380,400.0,6,11.786447351813536,14.0,85.0
507680,381.0,2,1.3015703270107504,1.3123359580052496,65.0
507840,424.0,5,5.5542423242281185,5.188679245283019,82.0
507890,738.0,6,13.983559536558843,13.685636856368564,68.375
508040,1894.0,9,2.1383396586783596,2.2703273495248153,77.04347826086956
508280,1552.0,6,1.6401168815153275,1.8041237113402064,86.9
508610,692.0,6,3.2412423599851956,3.179190751445087,84.9
508670,818.0,4,4.842973904663059,3.9119804400977993,89.57142857142857
509000,6783.0,39,5.967317888386907,5.852867462774584,77.26666666666667
509390,949.0,6,4.10875890873639,3.898840885142255,86.625
510440,447.0,6,4.218559179371309,4.921700223713646,91.83333333333331
510680,1879.0,12,5.637489554726603,5.907397551889303,72.95833333333333
511850,3412.0,22,6.043824733568983,5.480656506447831,72.125
511970,2412.0,20,4.222465227735951,3.897180762852405,87.0
512060,1049.0,10,4.23980530867181,4.575786463298379,85.66666666666667
512210,661.0,6,5.344274474057517,5.597579425113464,86.125
512450,755.0,6,4.218785976684706,4.105960264900662,90.0
512660,2465.0,25,3.5515918539150717,2.920892494929006,83.48717948717949
513080,561.0,6,4.156795687713528,3.7433155080213902,93.57142857142856
513110,992.0,7,3.7571299994890297,4.233870967741935,79.5
513380,527.0,4,2.722212691332609,2.0872865275142316,95.0
513410,699.0,7,2.378949001055495,2.2889842632331905,86.5
513530,464.0,6,14.290891658199383,10.129310344827584,94.57142857142856
513930,438.0,5,8.60354689743981,9.360730593607306,87.0
514430,418.0,4,4.351503759398496,4.0669856459330145,88.0
600013,798.0,11,9.630336484748424,7.268170426065163,94.75
600014,4194.0,26,13.013076993078991,10.872675250357654,86.08333333333333
600015,1074.0,5,13.653304078921206,9.497206703910615,15.0
600016,1269.0,13,11.076615005061871,11.11111111111111,93.11111111111111
600017,2376.0,14,15.153447141454867,15.151515151515152,83.125
600022,447.0,6,9.783862904212862,6.7114093959731544,72.0
600027,3442.0,24,12.784176360306292,11.969785008715863,88.4375
600028,2388.0,15,6.228212590198887,4.271356783919598,91.11764705882354
600029,1985.0,13,6.975335762123626,5.44080604534005,93.125
600032,322.0,2,12.030228758169931,5.279503105590062,92.4
600033,272.0,4,13.161272705803633,8.823529411764707,95.0
600034,183.0,1,1.092896174863388,1.092896174863388,88.625
600035,164.0,3,8.935234849919018,8.536585365853659,86.5
600036,1601.0,16,11.626218431101588,11.867582760774516,88.42857142857143
600039,226.0,3,5.185084786602813,3.5398230088495577,95.0
600046,271.0,3,14.922616555471578,14.760147601476016,94.0
600047,1659.0,15,9.685671547368967,8.077154912597951,87.29268292682927
600048,1087.0,10,14.255883348170082,12.143514259429622,88.57142857142857
600052,752.0,9,21.478314556736382,21.01063829787234,89.75
600060,112.0,2,6.334841628959277,5.357142857142857,80.0
600061,298.0,3,8.138469138798486,8.389261744966444,83.0
600062,525.0,6,5.782207283265772,5.333333333333333,90.0909090909091
600064,872.0,11,10.042930248757257,5.848623853211009,83.33333333333333
600065,321.0,4,4.794140814958528,4.361370716510903,92.83333333333331
600069,556.0,6,7.44033666079594,7.014388489208633,94.875
600153,714.0,14,11.16917751842018,10.084033613445378,91.875
600158,1663.0,10,5.753651847905106,4.570054119061936,90.75757575757576
600160,271.0,4,11.346037290804732,6.273062730627307,88.0
601332,6880.0,49,23.232217946812156,17.427325581395348,76.75
601410,321.0,4,3.933929545631673,3.7383177570093458,96.5
601414,1588.0,14,20.172893459638065,16.05793450881612,85.52777777777777
601415,440.0,5,8.359636900010162,8.409090909090908,78.44444444444444
601418,119.0,2,7.976268951878708,5.882352941176471,88.0
601421,406.0,8,18.267056272767977,17.24137931034483,91.8
601423,119.0,2,4.684684684684685,4.201680672268908,84.8
601620,1182.0,15,9.984511492310835,7.783417935702199,91.3030303030303
601770,638.0,7,8.405812987176006,7.523510971786834,87.25
602430,2873.0,22,9.015902440194647,8.423250957187609,82.15625
602450,536.0,8,12.8374380150741,11.380597014925373,88.77777777777777
602630,3767.0,17,21.550395841785768,23.068754977435624,81.14035087719299
602670,281.0,3,5.1812451730237425,4.98220640569395,91.625
602700,435.0,5,8.593144869006938,6.896551724137931,83.7
602820,6135.0,12,4.350714415675539,4.49877750611247,74.05357142857143
602850,2998.0,19,6.797883458078192,6.170780520346898,76.54054054054055
602970,232.0,2,5.128205128205128,2.586206896551724,97.8
603030,376.0,4,21.46121374075365,15.95744680851064,91.8
603300,570.0,8,10.3816900089453,10.175438596491228,94.33333333333331
603600,800.0,15,15.36326774212394,14.375,90.16666666666669
603690,2932.0,22,22.97102797380555,12.8581173260573,91.44
603840,946.0,8,9.3163485908881,9.30232558139535,76.36363636363636
604020,1782.0,10,29.283843299208193,27.60942760942761,73.1875
604110,390.0,7,25.64401106064753,22.82051282051282,91.0
604230,472.0,6,22.552689501060215,21.39830508474576,89.5
604290,1113.0,8,7.738675362069526,6.55884995507637,87.47619047619048
604440,1267.0,10,7.142884138495947,5.761641673243883,89.08333333333333
604620,329.0,4,5.54246607302939,4.5592705167173255,95.5
604740,850.0,13,14.1440457420269,12.588235294117649,84.5909090909091
605610,582.0,6,8.633047286141922,6.529209621993127,93.15384615384616
605820,375.0,2,3.4775558969107356,3.466666666666667,92.0
605880,214.0,3,5.546026300743282,4.672897196261682,96.0
606450,965.0,10,4.38328900761841,3.005181347150259,91.25
606780,118.0,1,3.389830508474576,3.389830508474576,88.5
606870,600.0,8,19.79807693870948,16.0,91.625
606900,1895.0,11,18.991198999158076,17.467018469656992,79.21875
607230,563.0,3,2.873215985113767,2.841918294849023,85.27272727272727
607440,5339.0,42,15.393354659258447,11.050758569020417,92.74
607500,349.0,6,8.364315534105424,8.022922636103152,94.25
607560,144.0,3,8.702408702408704,6.25,92.0
607800,546.0,4,7.400605396504175,6.227106227106227,95.375
607900,766.0,7,19.587731843310475,15.926892950391643,86.875
607920,2087.0,6,6.726791873749529,7.906085289889794,72.78125
607970,1877.0,11,3.4574878532541544,2.876931273308471,79.20833333333333
608010,500.0,4,13.079894742938222,10.0,85.37037037037037
608130,1786.0,17,14.870016146368329,12.877939529675253,86.20833333333333
608160,3063.0,10,11.847386945789044,13.026444662095985,84.35384615384615
608190,485.0,9,18.36211882500604,17.11340206185567,94.3076923076923
608370,1393.0,14,19.85339361193829,17.444364680545586,86.04166666666667
608460,1965.0,24,19.104601191320867,19.491094147582697,86.88235294117646
608550,233.0,2,6.607587064676617,6.866952789699571,86.8
608760,540.0,9,20.96593365418376,18.88888888888889,94.7
609030,2176.0,16,3.652051231002856,3.079044117647059,92.6
609070,2259.0,13,4.536892304244381,3.851261620185923,78.0625
609120,595.0,8,9.03687480647122,8.235294117647058,75.625
609390,3156.0,27,22.235552839869047,21.45120405576679,79.3
609620,3869.0,30,10.126662743701257,7.417937451537865,65.66666666666667
609640,497.0,5,9.297081282018103,6.639839034205232,94.46875
609690,426.0,5,9.977905970400055,9.859154929577464,69.5
609810,163.0,2,4.373567608861727,4.294478527607362,86.875
609850,3429.0,28,5.5861578200298245,4.520268299795859,89.34920634920636
609940,379.0,4,16.95632798573975,10.554089709762533,83.0
610050,1178.0,14,18.364762615783825,17.741935483870968,94.875
610260,485.0,5,8.421114827201784,8.8659793814433,91.0
610350,382.0,7,15.206428577915103,15.18324607329843,83.8
610620,406.0,6,9.589876466860591,6.403940886699507,95.125
610770,686.0,6,10.859098088138731,9.620991253644316,82.25
610860,681.0,4,3.4221794977204945,3.0837004405286343,91.64516129032258
611040,215.0,3,5.771072796934866,5.5813953488372094,72.33333333333333
611110,4297.0,27,8.687988906219713,7.237607633232488,84.875
611280,377.0,5,16.685639716705317,12.73209549071618,80.625
611460,2372.0,17,8.100686129365215,6.365935919055649,91.82758620689656
611520,1081.0,7,11.278149810440356,7.400555041628122,91.5
611820,4756.0,19,7.409985161960004,10.849453322119428,76.89285714285714
612070,420.0,3,12.143657247167036,11.428571428571429,91.91666666666669
612120,1203.0,7,9.55837945884312,9.060681629260182,84.175
612180,824.0,10,6.462153294618441,5.339805825242719,89.0
612330,5599.0,44,7.957800023326637,8.037149490980532,84.33333333333333
612910,833.0,4,7.0730676328502415,5.402160864345738,80.825
613360,2755.0,21,8.56766072193644,8.312159709618875,82.74074074074075
613530,430.0,2,8.468864468864469,7.441860465116279,79.45833333333333
613800,236.0,4,10.63518305539582,8.898305084745763,87.375
613890,1975.0,22,18.70211207096834,18.835443037974684,89.91666666666667
613920,4036.0,38,10.318058025455224,8.969276511397423,81.76190476190476
614190,258.0,2,17.66871165644172,17.05426356589147,88.5
614400,1345.0,17,8.752508765908933,6.617100371747212,88.02380952380952
614430,464.0,2,2.0652173913043477,2.1551724137931036,89.43589743589743
614550,14318.0,84,8.82392609259602,8.311216650370163,75.984375
614760,1736.0,7,9.748112889376744,10.483870967741936,88.49056603773585
614820,351.0,2,14.882769370656622,14.814814814814817,87.6470588235294
614880,2831.0,39,10.270093639919793,9.572589191098553,87.41071428571429
614950,526.0,7,14.268999244101051,11.787072243346008,85.0
615180,1030.0,9,5.8908413451496875,4.660194174757281,83.58333333333333
615240,1589.0,22,16.30925382334361,13.089993706733797,87.5625
616230,3498.0,15,6.674228440460512,5.660377358490566,72.64150943396227
616325,1394.0,21,10.918128882938154,9.612625538020088,82.89655172413794
616500,518.0,4,7.51515461414008,5.984555984555985,86.1923076923077
616740,3162.0,27,10.90719357425044,10.088551549652118,73.77777777777777
616920,4662.0,24,12.383525505762556,11.475761475761477,81.93939393939394
618060,1752.0,8,9.996587189503344,10.04566210045662,86.44642857142857
618210,140.0,3,8.568243350852047,8.571428571428571,95.125
618390,1377.0,15,8.716961862784585,8.133623819898329,78.75862068965517
618930,607.0,3,2.0478215835317912,1.9769357495881383,89.0
619260,2058.0,14,7.862567503289435,6.2682215743440235,83.25
619490,443.0,6,6.681865132842446,6.094808126410835,89.58333333333333
619540,5787.0,19,4.053338363818732,4.095386210471747,81.43939393939394
619650,358.0,2,8.186822081916787,9.217877094972067,82.45833333333333
619700,182.0,3,4.6287906753023025,4.395604395604396,86.95833333333333
619830,173.0,3,8.916847061176957,8.670520231213873,92.0
620070,1155.0,9,18.06660178297257,17.835497835497836,68.2
620640,672.0,5,16.320284175373057,12.648809523809524,87.0
621060,149.0,2,7.955465587044534,6.040268456375839,89.0
621400,291.0,2,2.3335488041370396,2.061855670103093,89.08333333333333
621600,1154.0,4,5.658089870660601,5.285961871750433,86.5
621690,1252.0,9,7.1002547673258665,7.0287539936102235,88.77777777777777
621810,158.0,3,7.029340443826141,4.430379746835443,91.33333333333331
621870,348.0,9,16.97747558329032,16.379310344827587,81.55555555555556
622110,389.0,7,10.55955148697084,8.226221079691516,91.0
622230,3528.0,29,6.942292561412245,6.320861678004535,80.85416666666667
622410,1550.0,14,15.026940413639036,14.903225806451612,84.41666666666667
622500,10659.0,75,17.340570450540593,15.62060230790881,77.76923076923077
622590,238.0,2,5.702861952861953,2.9411764705882355,97.13333333333334
622710,64987.0,596,9.42967863138128,8.420145567575053,65.75
622740,1358.0,9,3.5793782099017974,3.240058910162003,91.41666666666669
623080,1141.0,16,20.84765792848101,19.71954425942156,89.93548387096774
623160,2501.0,16,7.223461498382298,7.357057177129148,73.53333333333333
623340,2756.0,24,9.95526500869435,8.708272859216255,84.39285714285714
623610,2967.0,29,12.047143286517198,10.54937647455342,91.48484848484848
624030,407.0,7,10.029890082613353,8.108108108108109,89.0
624090,1375.0,17,15.340077496552263,14.254545454545454,79.77777777777777
624230,433.0,6,12.255562625581598,11.085450346420323,84.16666666666667
624500,552.0,6,13.684722666016905,10.507246376811594,93.16666666666669
624660,2011.0,9,16.3511092639306,15.713575335653903,89.04545454545455
625150,3415.0,9,6.652799307301542,7.46705710102489,77.92156862745098
625230,812.0,6,13.19108024331905,13.669950738916256,76.0
625320,656.0,8,11.378206835431062,10.670731707317072,87.46666666666667
625470,3110.0,23,10.754794461445895,8.231511254019292,80.36363636363636
625530,1491.0,19,16.846929808755785,14.755197853789404,87.125
625690,289.0,4,4.4780411293133495,3.8062283737024223,92.75
625800,6415.0,39,26.430532413936152,26.12626656274357,77.78260869565217
625830,1296.0,13,18.482721340884716,17.901234567901234,84.53846153846153
625860,1955.0,15,14.767165861129666,12.58312020460358,82.57142857142857
626100,526.0,6,9.452011666674602,10.456273764258556,64.0
626310,492.0,3,6.304382371294248,6.097560975609756,95.125
626370,2790.0,23,9.709532916250163,9.53405017921147,79.18
626640,1467.0,14,14.27868015302566,8.7252897068848,86.90625
626880,1257.0,4,11.90964088238771,6.6030230708035,87.73913043478261
626910,1009.0,10,7.399606896103937,7.5322101090188305,81.4375
627030,886.0,5,5.469577584685498,3.950338600451467,55.0
627060,768.0,8,8.598478816976616,8.463541666666666,88.16666666666667
627240,1456.0,10,5.647124838798155,3.7774725274725274,90.89473684210526
627590,670.0,8,15.578327252078996,15.223880597014926,82.2
627690,1771.0,25,35.968838556203956,32.91925465838509,91.5
627720,132.0,4,11.746521476104054,12.12121212121212,93.5
628050,6225.0,51,8.187138465220757,8.65863453815261,60.660714285714285
628250,2244.0,16,6.7725389703053045,5.258467023172906,85.4375
628270,107.0,2,8.403214535290008,8.411214953271028,89.2
628650,2508.0,24,9.189445440282476,6.937799043062201,91.78571428571428
629130,669.0,4,14.586729356492524,12.705530642750372,85.16666666666667
629270,3242.0,10,16.014880658602774,19.43244910549044,76.63265306122449
629490,2550.0,28,17.398378814176283,17.84313725490196,84.3225806451613
629550,4786.0,26,18.36578670643444,15.628917676556624,84.94285714285714
629610,254.0,4,4.701684929290866,3.937007874015748,95.38095238095238
629640,488.0,4,5.165226214468228,4.30327868852459,80.0
629820,895.0,10,16.45460289479494,15.754189944134078,86.11111111111111
629850,1016.0,12,7.44079185033472,6.791338582677166,80.7741935483871
629940,1869.0,19,10.735098257873233,9.684323167469234,80.70833333333333
630030,591.0,6,6.410531683817861,5.752961082910321,85.47058823529412
630210,2171.0,7,9.279116253485329,10.548134500230308,84.475
630250,541.0,6,5.256634103145731,4.066543438077634,89.34782608695652
630600,1843.0,12,7.399399966756927,5.968529571351058,78.875
630660,2073.0,27,21.6492761822898,23.637240713941143,92.24324324324324
630750,575.0,6,12.200335701726084,10.956521739130435,91.33333333333331
631320,3301.0,36,23.682907530978845,25.65889124507725,78.75
631530,1550.0,16,6.652992185998779,5.741935483870968,93.41463414634148
631710,782.0,7,5.378527196043337,4.603580562659847,90.08333333333331
632010,418.0,2,22.514605157131346,22.48803827751196,83.9375
632070,3072.0,24,25.99188874771173,20.638020833333332,88.84848484848484
632370,3237.0,29,17.11066223794336,15.6317578004325,80.05714285714286
632550,4655.0,39,8.574082139316484,8.464017185821698,77.0625
632610,622.0,5,8.50632726208763,7.717041800643087,83.5
632880,663.0,5,10.64144271570014,5.731523378582201,94.0
633150,4938.0,46,15.52335789208404,14.8440664236533,82.15384615384616
633630,1085.0,7,13.173143732870471,13.271889400921658,89.6
633750,1430.0,19,27.72556477532262,25.944055944055943,84.89189189189189
633840,7297.0,54,8.883590926452442,7.208441825407702,77.39682539682539
633860,1932.0,19,10.55969176837738,7.867494824016563,91.87878787878788
633980,2540.0,10,7.417093392849642,6.299212598425197,77.25
634140,449.0,2,5.942580511546028,4.23162583518931,87.66666666666667
634170,11360.0,79,17.23752231271732,16.443661971830984,75.90566037735849
634320,14935.0,144,16.579518164460037,16.210244392366924,81.73529411764706
634380,621.0,4,3.5871065816619354,2.898550724637681,95.66666666666669
634410,10974.0,63,12.651704129367204,7.882267176963732,77.09836065573771
634425,843.0,5,7.832824916613873,7.354685646500593,84.94444444444444
634440,1630.0,12,9.046438191028557,8.343558282208589,83.875
634590,3286.0,28,8.538562188814705,7.516737674984784,83.9375
634620,8395.0,61,17.177670515598887,17.069684335914236,76.67857142857143
634680,1226.0,9,7.278627278548961,6.6068515497553015,85.85
634710,1371.0,13,9.218608467293798,9.700948212983224,84.88888888888889
634740,270.0,3,3.288986088329992,2.962962962962963,91.0
634800,766.0,12,21.37115324631858,19.19060052219321,96.125
634880,860.0,6,3.419517976383864,2.6744186046511627,94.625
634980,320.0,2,2.627989086823945,2.8125,89.88372093023256
635110,440.0,2,9.940312213039489,9.318181818181818,80.21428571428571
635250,807.0,8,9.085208720739807,5.080545229244114,93.70833333333331
635310,3769.0,46,24.151145941288338,24.330061024144335,82.1219512195122
635430,1453.0,17,10.505891046576698,8.465244322092223,81.87878787878788
635600,289.0,3,6.565282176846298,6.920415224913495,89.51851851851852
635670,1170.0,4,18.279605570295757,17.94871794871795,82.97142857142858
635700,698.0,7,7.401772354606609,5.730659025787965,90.0
635830,2191.0,11,5.484460939864235,5.203103605659516,77.675
636270,491.0,6,8.0939800196857,5.295315682281059,89.33333333333333
636390,1614.0,5,4.230447415047723,4.337050805452292,74.0
636600,666.0,4,10.150142865142378,10.21021021021021,90.45833333333331
636800,552.0,7,9.761684160843824,7.427536231884058,91.0
636840,883.0,8,7.174638089684684,5.662514156285391,81.25
636970,1506.0,8,6.777779851898689,7.104913678618858,85.7
636972,2208.0,8,9.561360189379744,9.329710144927535,76.6969696969697
637050,597.0,7,13.172011088705872,11.892797319933,87.3125
637260,251.0,2,15.951492537313433,14.342629482071713,90.875
637500,103.0,1,3.883495145631067,3.883495145631067,95.375
637530,478.0,4,3.757114875693067,3.138075313807531,88.5
637620,832.0,6,11.056279058345366,10.697115384615383,78.0
638010,9062.0,50,12.197988458688236,11.70823217832708,75.45238095238095
638640,4991.0,25,8.56596430554496,7.353235824484071,80.84745762711864
638730,145.0,1,4.827586206896552,4.827586206896552,94.875
638770,266.0,4,4.403076431764957,4.135338345864661,90.875
638880,803.0,6,7.619746747653724,5.9775840597758405,82.5
638980,287.0,6,8.852509994983114,8.013937282229966,96.10526315789474
639000,132.0,2,4.759615384615385,4.545454545454546,97.25
639420,644.0,13,9.835941736706287,8.540372670807454,93.5813953488372
639630,248.0,3,7.087605875131378,6.451612903225806,96.0
639930,601.0,7,10.476589207850791,10.149750415973378,86.07407407407408
640150,1012.0,11,11.6644221578905,9.288537549407115,95.56756756756756
640300,1151.0,11,12.278687063011471,12.858384013900956,84.16666666666667
640590,1283.0,11,9.248112271784285,7.560405300077942,83.06896551724138
640740,4434.0,21,7.293753801661488,6.202074875958503,64.38461538461539
640980,863.0,12,11.16495756164874,11.12398609501738,88.46875
641160,3553.0,31,9.851400960870164,8.893892485223754,90.0
641190,2859.0,28,18.42789599968672,15.389996502273522,80.47368421052632
641280,215.0,2,4.403689874807819,3.255813953488372,97.32
641430,203.0,1,1.477832512315271,1.477832512315271,86.45454545454545
641580,1071.0,10,13.428567960739093,11.39122315592904,86.8125
642000,1798.0,14,26.97623226408811,12.958843159065628,93.0
