LEAID,absent_rate,log_enrolled,grad_rate
102550,10.821643286573146,7.311218384419629,92.0
102580,12.898195589218089,8.409385238781931,88.0
102635,9.224730127576054,8.312871394342615,94.0
102640,14.846743295019158,7.643961949002529,92.0
102650,22.9582806573957,8.282735880201754,90.0
102670,18.36890243902439,7.179307969504034,95.0
102700,11.237373737373735,8.871785969150645,97.0
102730,7.743449354712554,7.846589975291186,98.0
102790,17.099863201094394,7.693025748417888,92.0
102820,22.061258278145697,7.789868559054706,92.0
102850,13.7997432605905,7.351158226430694,95.0
102880,26.442033123929185,8.161089512845797,88.0
102910,8.835504885993485,7.806289289267033,95.0
102940,13.69591107582374,7.831617276352611,92.0
102970,19.526435290301656,8.03365842788615,89.0
103030,12.74219394940028,9.932706491205348,95.0
103062,13.377311560506111,9.132054453577638,90.0
103090,18.896103896103895,7.3395376954076745,82.0
103120,18.09787626962142,7.680637427560936,95.0
103150,18.17731550272412,7.610357618312838,87.0
103180,17.91518034086405,8.931816237309167,93.0
103210,16.857838025721236,7.964503363551548,93.0
103240,23.346303501945524,7.4949862339505335,92.0
103300,13.915298184961106,7.053585727193677,92.0
103330,24.313115603939867,7.564757012905729,92.0
103360,11.877249479068006,9.264639145383562,91.0
103390,12.997858672376877,9.835208711782833,87.0
103420,16.90046760187041,7.311218384419629,87.0
103430,7.542208690838638,8.885440911707585,94.0
103450,21.40355603448276,8.912473274466036,90.0
103480,21.68992832893248,7.8826922062890254,90.0
103510,21.858248957712924,7.425953657077541,92.0
103580,21.945031712473572,7.768533300926033,84.0
200001,42.18971212836243,8.351846738828245,61.0
200003,53.575129533678755,7.5652752818989315,62.0
200006,6.046511627906977,6.063785208687608,95.0
200020,43.60639360639361,7.601901959875166,77.0
200130,6.824925816023739,5.820082930352362,80.0
200150,24.95762711864407,7.7664168980196555,82.0
200180,25.87477576779269,10.742227469391723,81.0
200210,22.070271407532086,8.46653127661401,83.0
200240,32.17938630999213,7.147559271189454,77.0
200390,33.65408339501604,9.000359807188254,85.0
200480,21.152154793315745,7.729295674310482,87.0
200510,26.498590500505298,9.841665338892785,83.0
200540,61.20218579234973,5.209486152841421,37.0
200600,29.86830423202131,9.511629447834181,78.0
200610,43.82433668801464,7.689828668736484,67.0
200625,54.51488952929875,7.641084249174914,77.0
200862,28.62903225806452,5.5134287461649825,55.0
400001,14.978050921861282,8.647343875881283,94.0
400003,35.84672435105068,7.794411205726601,92.0
400053,7.254623044096728,6.555356891810665,95.0
400079,61.65644171779141,5.786897381366708,22.0
400082,28.134026574234543,7.456454555176209,83.0
400107,0.4282655246252677,6.1463292576688975,52.0
400112,19.905771495877502,8.68996933536666,87.0
400149,71.89542483660131,6.129050210060545,52.0
400212,27.10204081632653,7.110696122978827,92.0
400219,37.5,5.298317366548036,19.0
400241,12.085691188358933,7.813591552952433,95.0
400261,25.584795321637426,6.52795791762255,18.0
400295,41.2883700821444,8.844912950899548,77.0
400311,24.796747967479675,6.198478716492308,32.0
400327,20.375106564364877,7.067319848653476,95.0
400330,43.89671361502347,6.054439346269371,27.0
400353,91.78644763860368,6.18826412308259,28.0
400355,96.58314350797266,6.0844994130751715,37.0
400450,25.51706952404685,8.990441550826862,93.0
400619,23.895582329317268,6.210600077024653,87.0
400621,74.35897435897436,4.762173934797756,42.0
400680,29.501255830642272,9.542158939916048,82.0
400790,37.94326241134752,8.20685642839965,85.0
400800,16.389160953313745,8.027150106832774,95.0
400828,9.932279909706546,6.093569770045136,95.0
400880,51.35135135135135,5.808142489980444,27.0
401410,22.97719087635054,8.334471554600944,93.0
401460,30.86461695260744,8.68050180902826,92.0
401600,39.49742268041237,7.347299700743164,82.0
401740,24.535109630863168,8.189522110748094,83.0
401760,13.284699558456516,8.558143177745192,98.0
401870,13.379594492030792,10.738893555669819,92.0
401940,49.51897381079636,8.227375506834035,71.0
402320,41.15539632781013,7.711101251840158,77.0
402530,27.672327672327672,8.295049140435111,91.0
402690,19.902114173386288,10.123706832333092,94.0
402860,29.589873417721517,9.197761589769323,86.0
402920,27.253218884120173,9.088624613292087,85.0
403010,21.158414032523297,8.607582191143917,89.0
403040,23.410620792819746,7.198183577101943,92.0
403290,27.368421052631582,7.038783541388542,87.0
403400,12.68435738283697,10.4665829937358,91.0
403450,25.58815925542916,9.646787217693076,89.0
403500,41.81389870435807,7.437206366871292,87.0
403780,16.811664250040277,9.426580146973597,95.0
403820,26.499508357915435,7.617759576608505,92.0
403860,47.07520891364902,6.576469569048224,1.0
403870,21.830365014988537,8.643120748014027,89.0
403990,25.258493353028065,8.463581421967588,91.0
404060,54.366812227074234,7.513163545234075,82.0
404280,22.561968518183463,8.617400451833262,91.0
404630,28.33694384269289,9.392828581549459,85.0
404720,26.382791922739244,8.829665432675236,76.0
404970,19.990528060620413,11.056351256036153,79.0
405070,26.96994313566206,7.115582126184454,80.0
405530,21.816017684067333,8.679482094459956,92.0
405820,42.57425742574257,7.910957382845589,82.0
405930,19.339593308873827,10.37854091041397,88.0
405980,42.90947148090005,7.555381944240273,77.0
406070,41.306347746090154,7.684324067681155,72.0
406250,15.615179443842925,10.541835299379235,95.0
406330,49.091507330091765,10.216581491048599,82.0
406580,35.75367647058824,7.685243607975833,82.0
406730,23.500768836494107,8.269244521183056,84.0
406810,17.995775019804594,8.93247660846174,94.0
406960,67.94380587484035,7.356279876550748,62.0
407130,30.67669172932331,7.1929342212158,77.0
407170,25.16205067766647,7.436617265234227,95.0
407240,22.08609271523179,8.013012110368916,83.0
407300,18.45192747219259,8.789203094473724,86.0
407520,26.496739774748075,8.123854263105914,95.0
407530,39.729119638826184,6.093569770045136,82.0
407570,18.027635487064696,10.053242872620965,90.0
407700,26.265060240963855,7.820037989458753,82.0
407750,16.22711579191691,10.447757623521474,95.0
407820,22.37354085603113,7.851661177889265,92.0
408170,30.975274725274726,9.681343501555002,78.0
408280,19.443133553563,7.6586995582682995,95.0
408340,22.052417339141613,9.547026871355778,88.0
408520,45.78720527338798,9.37864751738456,90.0
408680,49.55489614243323,7.429520842786462,72.0
408800,39.481766665224725,10.741470737141523,85.0
408850,18.478598014888338,9.464672464746409,90.0
409160,49.17003140421714,7.709308333385869,67.0
409190,26.773296244784422,7.271008538280992,77.0
409430,54.48504983388705,7.498869733976931,72.0
409460,21.215043394406944,7.637234388789473,82.0
409630,21.486870120652945,9.330077053578517,92.0
409733,22.291021671826623,6.876264611890766,87.0
500006,17.070142768466788,7.384610383176974,87.0
500015,23.30073349633252,8.316300249036848,93.0
