LEAID,grad_rate,chron_absent,enrolled,absent_rate
2928560,92.0,103.0,1747.0,5.89582140812822
2928860,86.0,4093.0,25178.0,16.256255461116847
2928920,85.0,467.0,5011.0,9.319497106365995
2928950,96.0,1093.0,16743.0,6.528101296064026
2929100,87.0,232.0,2105.0,11.021377672209026
2929170,95.0,195.0,2144.0,9.095149253731345
2929250,92.0,156.0,1835.0,8.501362397820165
2929280,78.0,3171.0,22372.0,14.173967459324157
2929370,87.0,119.0,1835.0,6.485013623978202
2929760,87.0,243.0,2141.0,11.349836524988325
2930450,96.0,610.0,6218.0,9.810228369250565
2930570,84.0,263.0,3094.0,8.50032320620556
2930660,87.0,436.0,2601.0,16.762783544790466
2931020,91.0,363.0,3294.0,11.020036429872496
2931050,94.0,401.0,3195.0,12.550860719874803
2931110,91.0,317.0,3971.0,7.982875849911861
2931500,91.0,220.0,4292.0,5.125815470643056
2931530,97.0,328.0,4505.0,7.280799112097669
2931650,95.0,1458.0,16332.0,8.927259368111683
2931680,94.0,322.0,2439.0,13.202132021320212
2932010,97.0,358.0,4596.0,7.789382071366406
2932100,95.0,261.0,2992.0,8.723262032085561
2932190,92.0,169.0,1534.0,11.016949152542372
2932310,82.0,256.0,1636.0,15.647921760391196
3003330,89.0,312.0,900.0,34.66666666666667
3003900,85.0,1354.0,5363.0,25.247063210889426
3004590,88.0,384.0,2140.0,17.94392523364486
3005190,57.0,510.0,576.0,88.54166666666666
3005310,86.0,583.0,1209.0,48.22167080231596
3007140,87.0,182.0,622.0,29.260450160771708
3007410,95.0,270.0,931.0,29.001074113856067
3007930,92.0,148.0,529.0,27.977315689981097
3011520,95.0,261.0,1329.0,19.63882618510158
3013050,80.0,1111.0,2894.0,38.38977194194886
3013260,95.0,418.0,1472.0,28.396739130434785
3013340,82.0,197.0,508.0,38.77952755905512
3013590,82.0,117.0,541.0,21.626617375231053
3013830,84.0,753.0,2980.0,25.268456375838927
3015420,88.0,801.0,2734.0,29.297732260424286
3016230,92.0,131.0,641.0,20.436817472698905
3018540,88.0,1207.0,3695.0,32.66576454668471
3020100,92.0,23.0,449.0,5.122494432071269
3021090,92.0,179.0,471.0,38.004246284501065
3024230,82.0,81.0,389.0,20.822622107969153
3027790,87.0,3.0,506.0,0.592885375494071
3100016,84.0,1714.0,10070.0,17.02085402184707
3100021,95.0,102.0,2043.0,4.992657856093979
3100022,90.0,724.0,4185.0,17.299880525686977
3100088,95.0,157.0,2364.0,6.641285956006768
3100095,82.0,253.0,2084.0,12.140115163147792
3100098,92.0,194.0,1849.0,10.49215792320173
3102910,82.0,345.0,1355.0,25.461254612546124
3103600,87.0,356.0,1905.0,18.68766404199475
3103810,94.0,1294.0,9694.0,13.348462966783575
3103990,95.0,106.0,2598.0,4.080061585835258
3104100,95.0,131.0,2322.0,5.641688199827734
3105340,90.0,361.0,4053.0,8.906982482112017
3170110,98.0,424.0,9001.0,4.710587712476391
3170710,84.0,791.0,4654.0,16.99613235926085
3171220,97.0,262.0,4872.0,5.377668308702791
3171580,83.0,527.0,3675.0,14.340136054421768
3172390,88.0,733.0,5592.0,13.108011444921315
3172810,92.0,238.0,2791.0,8.52740953063418
3172840,82.0,6037.0,40386.0,14.948249393354132
3173470,95.0,191.0,1447.0,13.199723565998616
3173740,93.0,2357.0,23746.0,9.92588225385328
3174160,82.0,237.0,1439.0,16.46977067407922
3174430,92.0,423.0,4348.0,9.728610855565778
3174580,95.0,81.0,1118.0,7.2450805008944545
3174820,78.0,15075.0,50537.0,29.829629776203575
3175270,95.0,1217.0,11809.0,10.305699043102718
3175630,95.0,73.0,1130.0,6.460176991150443
3175660,95.0,320.0,1530.0,20.91503267973856
3175900,90.0,553.0,3378.0,16.37063351095323
3176450,87.0,316.0,1850.0,17.08108108108108
3176470,91.0,803.0,3405.0,23.582966226138034
3176560,95.0,108.0,1377.0,7.84313725490196
3176710,87.0,185.0,1298.0,14.252696456086284
3176860,86.0,460.0,3850.0,11.948051948051948
3178660,90.0,640.0,6024.0,10.624169986719789
3179050,95.0,93.0,1246.0,7.463884430176565
3200001,70.0,5121.0,36436.0,14.054780985838184
3200030,76.0,841.0,3076.0,27.3407022106632
3200060,84.0,70153.0,328205.0,21.374750537011927
3200090,89.0,897.0,5836.0,15.370116518163126
3200120,92.0,1454.0,9793.0,14.84733993668947
3200210,91.0,957.0,3565.0,26.84431977559607
3200300,85.0,1849.0,8748.0,21.13625971650663
3200360,80.0,1387.0,5309.0,26.125447353550573
3200390,86.0,1253.0,7864.0,15.933367243133263
3200480,84.0,12808.0,66773.0,19.181405657975528
3200510,67.0,499.0,1894.0,26.346356916578667
3300003,92.0,95.0,668.0,14.221556886227546
3300017,93.0,340.0,2965.0,11.467116357504215
3300049,95.0,166.0,513.0,32.35867446393762
3301740,97.0,215.0,4458.0,4.822790489008524
3301860,82.0,244.0,1144.0,21.328671328671327
3301950,95.0,136.0,1691.0,8.042578356002366
3302340,77.0,512.0,1794.0,28.53957636566332
3302460,84.0,640.0,4543.0,14.08760730794629
3302480,93.0,353.0,2195.0,16.082004555808656
3302490,95.0,332.0,1782.0,18.6307519640853
3302640,89.0,482.0,4046.0,11.913000494315371
3302670,95.0,33.0,1096.0,3.010948905109489
3302990,87.0,255.0,1526.0,16.710353866317167
3303180,92.0,133.0,1157.0,11.495246326707
3303240,90.0,458.0,2814.0,16.27576403695807
3303330,92.0,502.0,2328.0,21.563573883161514
3303850,92.0,206.0,1210.0,17.024793388429753
3303930,89.0,426.0,3409.0,12.496333235552948
3304040,95.0,66.0,1691.0,3.903015966883501
3304050,88.0,570.0,3335.0,17.09145427286357
3304140,82.0,368.0,1960.0,18.77551020408163
3304230,92.0,210.0,1673.0,12.552301255230123
3304350,95.0,132.0,1297.0,10.17733230531997
3304410,95.0,371.0,4332.0,8.564173591874424
3304590,78.0,3856.0,13485.0,28.594734890619204
3304740,86.0,445.0,3774.0,11.791202967673556
3304760,92.0,331.0,2442.0,13.554463554463556
3304830,96.0,312.0,2344.0,13.31058020477816
3304890,82.0,312.0,1642.0,19.00121802679659
3304980,87.0,2221.0,11217.0,19.80030311134885
3305520,95.0,141.0,2148.0,6.564245810055866
3305550,92.0,366.0,1918.0,19.08237747653806
3305580,87.0,202.0,1499.0,13.475650433622416
3305820,95.0,283.0,2623.0,10.789172703011818
3305880,82.0,218.0,1312.0,16.615853658536587
3305940,82.0,580.0,4125.0,14.06060606060606
3306060,95.0,365.0,3540.0,10.310734463276836
3306080,92.0,141.0,1228.0,11.482084690553746
3306240,82.0,317.0,1550.0,20.451612903225808
3306260,97.0,70.0,807.0,8.674101610904584
3306720,94.0,396.0,3573.0,11.083123425692696
3307170,95.0,215.0,2965.0,7.251264755480608
3307230,93.0,268.0,1082.0,24.76894639556377
3307300,87.0,223.0,1447.0,15.411195577055976
3307330,95.0,47.0,713.0,6.5918653576437585
3307360,88.0,559.0,3287.0,17.006388804380894
3399965,95.0,62.0,647.0,9.582689335394129
3400004,99.0,162.0,4248.0,3.8135593220338984
3400009,93.0,125.0,1952.0,6.403688524590163
3400022,87.0,435.0,1384.0,31.430635838150287
3400024,95.0,805.0,5462.0,14.738191138777005
3400070,92.0,848.0,4037.0,21.00569729997523
3400073,95.0,7.0,438.0,1.5981735159817352
3400078,95.0,151.0,1540.0,9.805194805194803
3400785,95.0,183.0,2089.0,8.760172331258975
3400960,81.0,1403.0,6913.0,20.295096195573556
3400990,99.0,186.0,1555.0,11.961414790996784
3401050,92.0,162.0,1540.0,10.51948051948052
3401260,87.0,1427.0,9757.0,14.625397150763556
3401350,85.0,793.0,4495.0,17.641824249165737
3401440,92.0,59.0,727.0,8.11554332874828
3401470,99.0,45.0,1840.0,2.4456521739130435
3401500,97.0,89.0,3540.0,2.514124293785311
3401530,98.0,160.0,2604.0,6.1443932411674345
3401650,97.0,435.0,5414.0,8.034724787587736
3401770,89.0,470.0,3502.0,13.420902341519133
3401830,90.0,679.0,6269.0,10.831073536449194
3401950,92.0,119.0,1395.0,8.530465949820789
3402030,95.0,19.0,2608.0,0.7285276073619631
3402100,77.0,156.0,1883.0,8.284652150823154
3402220,91.0,932.0,8687.0,10.7286750316565
3402250,71.0,626.0,5437.0,11.513702409416958
3402280,95.0,459.0,8524.0,5.384795870483341
3402400,82.0,323.0,1692.0,19.08983451536643
3402430,92.0,184.0,1667.0,11.037792441511698
3402460,94.0,343.0,3871.0,8.860759493670885
3402490,97.0,217.0,2012.0,10.785288270377734
3402520,92.0,83.0,1187.0,6.992417860151642
3402580,99.0,174.0,2624.0,6.63109756097561
3402640,68.0,2176.0,7656.0,28.422152560083596
3402670,98.0,299.0,2096.0,14.265267175572518
3402730,95.0,74.0,573.0,12.914485165794066
3402800,92.0,50.0,481.0,10.395010395010395
3402820,83.0,346.0,3858.0,8.968377397615344
3402850,95.0,61.0,1575.0,3.8730158730158735
3402880,94.0,100.0,958.0,10.438413361169102
3402910,89.0,380.0,2136.0,17.790262172284642
3403000,96.0,894.0,10693.0,8.36060974469279
3403120,97.0,193.0,2477.0,7.791683488090433
3403150,95.0,87.0,2273.0,3.827540695116586
3403180,87.0,59.0,1423.0,4.146170063246662
3403210,95.0,232.0,2332.0,9.948542024013722
3403270,88.0,269.0,3072.0,8.756510416666668
3403300,86.0,1645.0,10616.0,15.495478522984174
3403420,83.0,184.0,2001.0,9.195402298850574
3403570,99.0,94.0,3820.0,2.4607329842931938
3403600,95.0,55.0,1847.0,2.977801840822956
3403620,93.0,221.0,1122.0,19.696969696969695
3403750,95.0,42.0,797.0,5.269761606022585
3403780,95.0,221.0,2952.0,7.486449864498645
3403900,86.0,392.0,4134.0,9.482341557813257
3403930,86.0,158.0,3262.0,4.843654199877376
3403990,95.0,171.0,2491.0,6.864712966680048
3404110,99.0,778.0,8065.0,9.646621202727838
3404230,79.0,1529.0,8852.0,17.272932670582918
3404320,95.0,261.0,5145.0,5.072886297376093
3404380,94.0,240.0,1959.0,12.251148545176113
3404500,95.0,971.0,15798.0,6.146347638941639
3404560,96.0,783.0,7376.0,10.615509761388289
3404590,82.0,3157.0,26223.0,12.039049689204134
3404660,90.0,349.0,2601.0,13.417916186082277
3404740,86.0,369.0,3006.0,12.275449101796406
3404800,95.0,64.0,2279.0,2.808249232119351
3404920,90.0,260.0,3571.0,7.280873704844581
3404980,98.0,292.0,4939.0,5.9121279611257345
3405310,96.0,267.0,3916.0,6.8181818181818175
3405490,88.0,615.0,7071.0,8.697496817988968
3405610,96.0,1785.0,10874.0,16.415302556556924
3405760,90.0,488.0,4390.0,11.116173120728927
3405820,92.0,239.0,911.0,26.23490669593853
3405880,87.0,226.0,2023.0,11.171527434503211
3405940,95.0,55.0,1899.0,2.896261190100053
3405970,98.0,108.0,2558.0,4.222048475371384
3406000,92.0,262.0,2146.0,12.208760484622552
3406040,95.0,60.0,1389.0,4.319654427645788
3406060,92.0,605.0,3125.0,19.36
3406270,90.0,646.0,5681.0,11.37123745819398
3406300,92.0,188.0,1928.0,9.75103734439834
3406330,92.0,60.0,1422.0,4.219409282700422
3406360,95.0,204.0,2056.0,9.922178988326849
3406390,95.0,120.0,2722.0,4.4085231447465105
3406540,91.0,1634.0,11278.0,14.488384465330734
3406570,94.0,509.0,3487.0,14.59707484944078
3406660,98.0,121.0,1505.0,8.039867109634551
3406870,95.0,75.0,2141.0,3.503035964502569
3406930,95.0,78.0,1801.0,4.330927262631872
3406990,87.0,160.0,2513.0,6.366892160764028
3407140,94.0,107.0,918.0,11.655773420479305
3407170,92.0,172.0,1718.0,10.011641443538998
3407230,95.0,313.0,7338.0,4.265467429817389
3407290,87.0,396.0,3087.0,12.82798833819242
3407350,92.0,158.0,1874.0,8.431163287086447
3407410,97.0,247.0,2992.0,8.255347593582888
3407440,95.0,150.0,1533.0,9.784735812133071
3407530,98.0,389.0,3535.0,11.004243281471004
3407570,98.0,229.0,2394.0,9.565580618212197
3407590,94.0,128.0,2968.0,4.31266846361186
3407680,78.0,1058.0,6571.0,16.101050068482728
3407740,94.0,1147.0,8200.0,13.98780487804878
3407800,95.0,201.0,3023.0,6.649024148197155
3407830,79.0,3681.0,26447.0,13.918402843422694
3407890,91.0,559.0,5554.0,10.064818149081743
3407920,87.0,127.0,1459.0,8.70459218642906
3407980,98.0,277.0,2708.0,10.228951255539142
3408040,95.0,107.0,1873.0,5.712760277629472
3408060,95.0,99.0,985.0,10.050761421319796
3408100,91.0,644.0,4027.0,15.99205363794388
3408190,94.0,121.0,949.0,12.750263435194942
3408220,82.0,785.0,5472.0,14.345760233918128
3408400,96.0,288.0,3844.0,7.492195629552549
3408490,96.0,600.0,6743.0,8.898116565327006
3408500,92.0,51.0,691.0,7.380607814761215
3408520,95.0,147.0,1879.0,7.823310271420969
3408610,90.0,751.0,6070.0,12.372322899505766
3408640,77.0,341.0,2611.0,13.060130218307162
3408820,97.0,126.0,6060.0,2.0792079207920793
3408850,90.0,348.0,3083.0,11.287706779111256
3408940,91.0,693.0,5708.0,12.140854940434478
3409090,86.0,115.0,1401.0,8.20842255531763
3409120,92.0,160.0,1758.0,9.101251422070536
3409210,94.0,342.0,2522.0,13.560666137985724
3409240,97.0,193.0,2628.0,7.343987823439877
3409270,95.0,960.0,8650.0,11.098265895953755
3409330,96.0,221.0,2865.0,7.713787085514834
3409360,95.0,121.0,1265.0,9.565217391304348
3409420,89.0,135.0,1524.0,8.858267716535433
3409450,96.0,309.0,2931.0,10.542476970317296
3409550,92.0,210.0,803.0,26.1519302615193
3409660,87.0,271.0,2162.0,12.534690101757633
3409750,94.0,347.0,3657.0,9.488651900464864
3409990,95.0,73.0,2255.0,3.237250554323725
3410020,82.0,339.0,2366.0,14.327979712595097
3410050,95.0,180.0,2064.0,8.720930232558139
3410080,96.0,120.0,1963.0,6.113092205807438
3410110,96.0,442.0,9559.0,4.623914635422115
3410200,99.0,319.0,4842.0,6.588186699710863
3410320,85.0,936.0,5125.0,18.26341463414634
3410440,94.0,199.0,972.0,20.473251028806587
3410470,92.0,545.0,5873.0,9.279754810148136
3410500,96.0,323.0,7070.0,4.5685997171145685
3410560,94.0,659.0,6670.0,9.880059970014992
3410590,98.0,220.0,4717.0,4.663981344074624
3410650,96.0,108.0,3614.0,2.9883785279468733
3410710,98.0,210.0,3931.0,5.34215212414144
3410720,99.0,19.0,968.0,1.962809917355372
3410740,95.0,185.0,2966.0,6.237356709372892
3410810,84.0,591.0,4997.0,11.827096257754652
3410980,96.0,303.0,4602.0,6.584093872229466
3411010,95.0,76.0,1567.0,4.850031908104659
3411160,81.0,856.0,3787.0,22.603644045418537
3411220,73.0,1077.0,8972.0,12.004012483281318
3411280,95.0,63.0,2008.0,3.137450199203187
3411310,95.0,84.0,2373.0,3.5398230088495577
3411340,76.0,11107.0,35808.0,31.018208221626452
3411400,93.0,188.0,1533.0,12.263535551206784
3411430,92.0,124.0,1756.0,7.061503416856492
3411460,83.0,556.0,7605.0,7.310979618671927
3411490,90.0,607.0,5972.0,10.164099129269928
3411610,97.0,294.0,2790.0,10.53763440860215
3411640,86.0,247.0,3258.0,7.58133824432167
3411700,96.0,230.0,2103.0,10.936757013789824
3411730,99.0,109.0,1397.0,7.802433786685755
3411760,98.0,96.0,2239.0,4.287628405538187
3411880,94.0,440.0,4061.0,10.834769761142576
3411970,96.0,221.0,2114.0,10.454115421002838
3411980,95.0,27.0,589.0,4.584040747028863
3412060,95.0,229.0,3631.0,6.306802533737263
3412260,96.0,95.0,1617.0,5.875077303648732
3412270,89.0,345.0,4909.0,7.027907924220819
3412360,87.0,199.0,1691.0,11.768184506209344
3412420,98.0,178.0,3695.0,4.817320703653586
3412480,95.0,355.0,7022.0,5.055539732270009
3412510,98.0,92.0,2020.0,4.554455445544554
3412540,79.0,2069.0,13629.0,15.180864333406706
3412570,90.0,164.0,1352.0,12.1301775147929
3412600,79.0,127.0,885.0,14.350282485875706
3412630,98.0,0.0,3447.0,0.0
3412690,85.0,6222.0,24332.0,25.571264178859117
3412720,77.0,249.0,1043.0,23.87344199424736
3412810,95.0,651.0,4275.0,15.228070175438596
3412840,77.0,358.0,2072.0,17.277992277992276
3412870,81.0,661.0,4577.0,14.441774087830456
3412900,95.0,103.0,2132.0,4.831144465290807
3412930,80.0,1139.0,9466.0,12.032537502641032
3412960,91.0,469.0,3848.0,12.188149688149688
3412990,92.0,168.0,1856.0,9.051724137931034
3413000,92.0,338.0,1578.0,21.419518377693283
3413050,92.0,469.0,7253.0,6.466289811112643
3413080,95.0,107.0,1386.0,7.72005772005772
3413110,92.0,93.0,1748.0,5.320366132723112
3413140,76.0,1197.0,7860.0,15.229007633587784
3413200,87.0,573.0,3279.0,17.47483989021043
3413230,92.0,112.0,1372.0,8.16326530612245
3413290,95.0,212.0,2753.0,7.700690156193243
3413320,92.0,94.0,820.0,11.463414634146345
3413350,95.0,49.0,1657.0,2.957151478575739
3413410,96.0,438.0,3947.0,11.097035723334178
3413530,87.0,662.0,3799.0,17.42563832587523
3413560,97.0,131.0,2291.0,5.718027062418158
3413590,98.0,130.0,2760.0,4.710144927536232
3413620,92.0,254.0,2111.0,12.03221222169588
3413650,97.0,453.0,4777.0,9.482939083106553
3413680,97.0,238.0,2843.0,8.371438621174814
3413750,94.0,98.0,1265.0,7.747035573122529
3413770,82.0,98.0,1665.0,5.885885885885886
3413800,94.0,199.0,2309.0,8.618449545257688
3413830,97.0,231.0,5617.0,4.112515577710521
3414010,87.0,165.0,1384.0,11.921965317919076
3414280,88.0,368.0,2801.0,13.138164941092468
3414310,95.0,128.0,2053.0,6.234778373112518
3414340,93.0,200.0,3596.0,5.561735261401557
3414400,98.0,63.0,981.0,6.422018348623854
3414460,92.0,121.0,2586.0,4.679040989945863
3414490,95.0,151.0,1670.0,9.04191616766467
3414580,95.0,69.0,815.0,8.466257668711656
3414640,92.0,626.0,6210.0,10.080515297906604
3414670,96.0,340.0,5494.0,6.188569348380051
3414850,95.0,136.0,2160.0,6.296296296296296
3414940,95.0,67.0,651.0,10.291858678955451
3415090,95.0,229.0,2362.0,9.695173581710414
3415210,96.0,511.0,8729.0,5.854049719326383
3415330,94.0,573.0,6918.0,8.282740676496097
3415360,93.0,229.0,3353.0,6.829704742022069
3415390,87.0,269.0,2244.0,11.98752228163993
3415450,93.0,210.0,1600.0,13.125
3415480,93.0,425.0,2887.0,14.721163837894007
3415510,98.0,802.0,3186.0,25.17263025737602
3415540,92.0,170.0,1668.0,10.191846522781775
3415630,92.0,157.0,2253.0,6.968486462494451
3415900,98.0,304.0,4005.0,7.590511860174781
3415930,95.0,118.0,795.0,14.842767295597485
3416080,93.0,79.0,3570.0,2.212885154061625
3416110,98.0,131.0,3677.0,3.562686973075877
3416230,92.0,1800.0,15563.0,11.565893465270191
3416290,68.0,3048.0,11819.0,25.788983839580336
3416380,85.0,1869.0,12290.0,15.207485760781122
3416470,88.0,442.0,3148.0,14.040660736975855
3416500,93.0,688.0,7187.0,9.572839849728677
3416560,98.0,174.0,2277.0,7.64163372859025
3416710,94.0,280.0,2517.0,11.124354390147
3416740,95.0,129.0,2215.0,5.823927765237021
3416800,83.0,1968.0,9404.0,20.927264993619737
3416860,95.0,97.0,1578.0,6.14702154626109
3416870,92.0,8.0,623.0,1.2841091492776886
3416890,98.0,324.0,3402.0,9.523809523809524
3416970,94.0,189.0,1806.0,10.465116279069768
3417070,96.0,395.0,7254.0,5.445271574303832
3417100,98.0,117.0,3153.0,3.7107516650808754
3417220,97.0,161.0,2031.0,7.92712949286066
3417280,95.0,702.0,7994.0,8.781586189642232
3417430,95.0,263.0,2906.0,9.050240880935997
3417460,97.0,103.0,1668.0,6.175059952038369
3417500,97.0,73.0,1632.0,4.473039215686274
3417520,94.0,237.0,3326.0,7.125676488274204
3417550,99.0,148.0,2496.0,5.929487179487179
3417580,80.0,704.0,7392.0,9.523809523809524
3417610,91.0,553.0,6537.0,8.459538014379685
3417700,98.0,504.0,9704.0,5.193734542456719
3417760,98.0,217.0,6318.0,3.4346312124089904
3417820,98.0,181.0,2744.0,6.596209912536444
3417920,95.0,70.0,463.0,15.118790496760258
3418000,89.0,643.0,3443.0,18.675573627650305
3418040,99.0,54.0,1568.0,3.4438775510204076
3418060,80.0,290.0,4720.0,6.1440677966101696
3418120,93.0,1614.0,13641.0,11.831977127776556
3418150,82.0,196.0,1547.0,12.669683257918551
3418300,92.0,78.0,1253.0,6.225059856344773
3418330,92.0,138.0,1486.0,9.286675639300135
3500010,85.0,3698.0,17066.0,21.668815188093284
3500030,80.0,561.0,5973.0,9.392265193370166
3500060,70.0,5627.0,83214.0,6.762083303290312
3500110,22.0,265.0,354.0,74.85875706214689
3500120,76.0,1153.0,3861.0,29.862729862729864
3500150,77.0,719.0,3109.0,23.12640720488903
3500160,41.0,761.0,1711.0,44.476914085330215
3500180,71.0,757.0,3915.0,19.33588761174968
3500210,63.0,901.0,2936.0,30.68801089918256
3500240,75.0,643.0,3005.0,21.397670549084857
3500300,69.0,765.0,7005.0,10.920770877944326
3500390,64.0,1336.0,5882.0,22.713362801768103
3500570,83.0,2128.0,8022.0,26.527050610820247
3500690,71.0,1723.0,4314.0,39.9397311080204
3500900,71.0,387.0,3609.0,10.723192019950124
3500990,75.0,2004.0,11317.0,17.707873111248563
3501080,82.0,2320.0,13123.0,17.678884401432597
3501110,73.0,4091.0,11488.0,35.611072423398326
3501170,62.0,975.0,3559.0,27.39533576847429
3501260,89.0,2103.0,10009.0,21.011090018982912
3501500,86.0,2709.0,24602.0,11.011299894317537
3501560,72.0,294.0,1497.0,19.639278557114228
3501650,89.0,669.0,3691.0,18.12516933080466
3501680,74.0,1450.0,8580.0,16.8997668997669
3501740,83.0,575.0,3656.0,15.727571115973744
3501890,74.0,669.0,2397.0,27.909887359198997
3502070,82.0,515.0,1968.0,26.168699186991866
3502100,65.0,353.0,2768.0,12.752890173410403
3502250,68.0,1814.0,9967.0,18.200060198655564
3502310,82.0,604.0,2026.0,29.81243830207305
3502370,73.0,3509.0,11833.0,29.654356460745372
3502430,79.0,580.0,2573.0,22.541780023319085
3502460,72.0,272.0,1702.0,15.98119858989424
3502520,72.0,584.0,2684.0,21.758569299552907
3600004,88.0,458.0,3046.0,15.036112934996718
3600005,92.0,345.0,1815.0,19.00826446280992
3600008,85.0,1225.0,4312.0,28.40909090909091
3600009,87.0,167.0,1501.0,11.12591605596269
3600010,82.0,261.0,1800.0,14.499999999999998
3600011,92.0,202.0,1446.0,13.96957123098202
3600013,77.0,416.0,2000.0,20.8
3600014,82.0,299.0,1568.0,19.068877551020407
3600016,84.0,252.0,2873.0,8.771319178558997
3600018,77.0,118.0,797.0,14.80552070263488
3600021,92.0,105.0,1167.0,8.997429305912597
3600025,95.0,309.0,2180.0,14.174311926605505
3600053,18.0,374.0,480.0,77.91666666666667
3600115,83.0,404.0,928.0,43.53448275862069
3600125,96.0,305.0,3358.0,9.08278737343657
3601022,87.0,181.0,438.0,41.32420091324201
3601061,22.0,154.0,268.0,57.46268656716418
3601072,95.0,135.0,544.0,24.816176470588236
3601087,82.0,544.0,2284.0,23.81786339754816
3601088,92.0,83.0,409.0,20.293398533007338
3601103,82.0,102.0,330.0,30.909090909090907
3602340,92.0,280.0,2077.0,13.480982185844969
3602430,82.0,169.0,1363.0,12.3991195891416
3602460,64.0,2438.0,9119.0,26.73538765215484
3602520,87.0,309.0,1812.0,17.052980132450333
3602550,92.0,220.0,1621.0,13.571869216533004
3602730,92.0,181.0,1678.0,10.786650774731823
3602820,82.0,272.0,1226.0,22.185970636215337
3602920,93.0,286.0,2892.0,9.889349930843707
3602940,74.0,574.0,3069.0,18.70316063864451
3602970,68.0,1314.0,3662.0,35.88203167667941
3603180,92.0,102.0,2213.0,4.609127880704925
3603270,88.0,1229.0,8148.0,15.083456062837506
3603420,92.0,200.0,1213.0,16.488046166529266
3603480,81.0,987.0,4139.0,23.84633969557864
3603720,92.0,187.0,1588.0,11.775818639798487
3603840,94.0,696.0,4540.0,15.330396475770923
3603870,91.0,678.0,5450.0,12.440366972477063
3603930,88.0,707.0,4653.0,15.194498173221575
3603990,92.0,505.0,2312.0,21.842560553633216
3604050,87.0,287.0,1096.0,26.186131386861316
3604080,90.0,375.0,5877.0,6.38080653394589
3604110,97.0,265.0,2161.0,12.262841277186489
3604140,83.0,543.0,2935.0,18.50085178875639
3604290,92.0,322.0,2041.0,15.7765801077903
3604710,93.0,352.0,4513.0,7.799689785065366
3604740,98.0,159.0,2930.0,5.426621160409556
3604870,65.0,2086.0,5353.0,38.96880254063142
3605280,73.0,3443.0,19073.0,18.05169611492686
3605310,94.0,337.0,3081.0,10.938007140538788
3605340,95.0,80.0,1435.0,5.574912891986063
3605460,96.0,262.0,3542.0,7.396950875211744
3605580,88.0,485.0,3334.0,14.547090581883625
3605640,95.0,62.0,1646.0,3.766707168894289
3605850,65.0,15748.0,31066.0,50.692074937230416
3605940,98.0,260.0,3030.0,8.58085808580858
3606060,99.0,69.0,2350.0,2.9361702127659575
3606160,82.0,356.0,1195.0,29.7907949790795
3606240,87.0,374.0,2190.0,17.077625570776256
3606330,92.0,263.0,3502.0,7.509994288977727
3606390,77.0,222.0,1301.0,17.06379707916987
3606470,92.0,300.0,1333.0,22.50562640660165
3606500,95.0,172.0,1462.0,11.76470588235294
3606540,87.0,118.0,1431.0,8.24598183088749
3606570,90.0,349.0,4109.0,8.49355074227306
3606630,87.0,500.0,3204.0,15.60549313358302
3606720,92.0,386.0,1448.0,26.65745856353591
3606780,95.0,140.0,1435.0,9.75609756097561
3606840,87.0,181.0,1565.0,11.565495207667732
3606870,85.0,2464.0,7579.0,32.51088534107402
3606900,87.0,831.0,3854.0,21.56201349247535
3606990,97.0,175.0,3789.0,4.618632884666138
3607020,95.0,269.0,2909.0,9.247163973874184
3607230,82.0,418.0,2182.0,19.156736938588452
3607260,95.0,211.0,1542.0,13.683527885862516
3607290,92.0,211.0,1701.0,12.404467960023515
3607320,92.0,161.0,1776.0,9.065315315315315
3607470,87.0,291.0,1971.0,14.76407914764079
3607530,90.0,338.0,3858.0,8.761016070502851
3607590,96.0,408.0,4357.0,9.364241450539362
3607980,82.0,525.0,2092.0,25.095602294455063
3608010,95.0,140.0,1749.0,8.00457404230989
3608130,98.0,362.0,6138.0,5.897686542847834
3608160,93.0,550.0,5810.0,9.46643717728055
3608310,90.0,709.0,4959.0,14.29723734623916
3608400,83.0,864.0,4837.0,17.862311350010337
3608430,93.0,378.0,3151.0,11.996191685179308
3608460,87.0,510.0,2358.0,21.62849872773537
3608490,92.0,256.0,1328.0,19.27710843373494
3608580,95.0,68.0,1608.0,4.228855721393035
3608790,87.0,287.0,1515.0,18.943894389438945
3608880,89.0,678.0,4126.0,16.43238002908386
3608970,87.0,414.0,2441.0,16.96026218762802
3609030,92.0,286.0,1804.0,15.853658536585366
3609090,95.0,321.0,2812.0,11.415362731152204
3609120,95.0,122.0,1472.0,8.28804347826087
3609210,82.0,298.0,1338.0,22.27204783258595
3609330,72.0,182.0,1439.0,12.647671994440584
3609420,77.0,509.0,2073.0,24.553786782440906
3609540,95.0,109.0,1798.0,6.0622914349276975
3609630,96.0,473.0,4028.0,11.742800397219463
3609660,82.0,269.0,1820.0,14.78021978021978
3609690,91.0,513.0,3092.0,16.591203104786544
3609720,93.0,479.0,3740.0,12.807486631016044
3609840,97.0,799.0,7092.0,11.266215454032713
3609990,93.0,537.0,3429.0,15.660542432195976
3610050,95.0,96.0,1705.0,5.6304985337243405
3610080,93.0,226.0,3257.0,6.938900828983726
3610170,92.0,154.0,1375.0,11.2
3610200,95.0,77.0,2019.0,3.813769192669638
3610500,82.0,558.0,1573.0,35.47361729179911
3610560,68.0,1931.0,6023.0,32.06043499916985
3610680,96.0,205.0,2193.0,9.347925216598266
3610710,86.0,961.0,3787.0,25.37628729865329
