LEAID,grad_rate,chron_absent,enrolled,absent_rate
1742310,87.0,586.0,3344.0,17.523923444976077
1742480,95.0,81.0,1553.0,5.215711526078557
1742630,92.0,149.0,1317.0,11.313591495823845
1742790,95.0,91.0,1251.0,7.274180655475619
1743330,95.0,1318.0,6783.0,19.43093026684358
1743890,84.0,769.0,2575.0,29.864077669902912
1743960,90.0,1004.0,6085.0,16.499589153656533
1800025,82.0,332.0,1092.0,30.4029304029304
1800030,96.0,232.0,7409.0,3.13132676474558
1800052,95.0,665.0,1439.0,46.21264767199444
1800058,95.0,76.0,862.0,8.816705336426914
1800098,51.0,1795.0,4502.0,39.87116836961351
1800112,67.0,473.0,734.0,64.44141689373298
1800118,92.0,210.0,1168.0,17.97945205479452
1800120,95.0,165.0,1478.0,11.163734776725304
1800150,94.0,1459.0,6751.0,21.61161309435639
1800179,22.0,474.0,783.0,60.53639846743295
1800240,92.0,259.0,2449.0,10.575745202123317
1800270,97.0,459.0,9213.0,4.982090524259199
1800360,90.0,1078.0,11517.0,9.36007640878701
1800390,95.0,169.0,2195.0,7.699316628701594
1800420,92.0,260.0,1884.0,13.800424628450106
1800450,90.0,672.0,3026.0,22.20753469927297
1800480,95.0,101.0,1831.0,5.516111414527581
1800570,92.0,189.0,1649.0,11.461491813220134
1800630,94.0,1422.0,11054.0,12.864121584946623
1800690,95.0,245.0,2239.0,10.94238499330058
1800840,93.0,567.0,4069.0,13.934627672646844
1800900,92.0,123.0,1491.0,8.249496981891348
1800960,95.0,251.0,1991.0,12.6067302862883
1801020,98.0,463.0,8582.0,5.3950128175250525
1801050,95.0,139.0,1560.0,8.91025641025641
1801200,97.0,689.0,15940.0,4.32245922208281
1801440,95.0,439.0,8325.0,5.273273273273273
1801560,95.0,147.0,1925.0,7.636363636363637
1801590,88.0,273.0,3602.0,7.579122709605775
1801890,91.0,710.0,7119.0,9.973310858266611
1801920,95.0,215.0,1375.0,15.636363636363637
1802040,95.0,88.0,1818.0,4.84048404840484
1802280,95.0,260.0,3601.0,7.220216606498195
1802400,89.0,721.0,5268.0,13.68640850417616
1802440,92.0,281.0,1494.0,18.80856760374833
1802460,92.0,302.0,2443.0,12.361850184199756
1802490,97.0,1000.0,8499.0,11.766090128250385
1802550,92.0,184.0,2514.0,7.319013524264122
1802610,95.0,211.0,1977.0,10.672736469398078
1802640,88.0,1299.0,6825.0,19.032967032967033
1802660,92.0,303.0,2670.0,11.348314606741573
1802800,93.0,686.0,5811.0,11.805197040096369
1802830,97.0,294.0,7123.0,4.127474378772989
1802850,89.0,1266.0,9749.0,12.985947276643758
1802880,69.0,1166.0,3695.0,31.55615696887686
1802970,94.0,377.0,3646.0,10.34009873834339
1803000,92.0,250.0,1415.0,17.6678445229682
1803030,95.0,87.0,1611.0,5.400372439478584
1803120,95.0,156.0,1227.0,12.71393643031785
1803150,95.0,102.0,1504.0,6.781914893617021
1803270,90.0,2845.0,12601.0,22.577573208475517
1803450,81.0,1670.0,21514.0,7.762387282699637
1803480,87.0,187.0,2155.0,8.677494199535962
1803510,91.0,612.0,3450.0,17.739130434782606
1803630,87.0,3968.0,29432.0,13.48192443598804
1803660,87.0,443.0,3117.0,14.212383702277831
1803690,94.0,534.0,5144.0,10.381026438569208
1803700,95.0,285.0,2378.0,11.984861227922623
1803750,98.0,800.0,9322.0,8.581849388543231
1803840,95.0,125.0,1766.0,7.078142695356739
1803870,84.0,1932.0,4726.0,40.88023698688109
1803930,85.0,467.0,6650.0,7.022556390977444
1803940,95.0,1923.0,10323.0,18.62830572507992
1803960,95.0,94.0,3181.0,2.955045583149953
1803990,95.0,220.0,1914.0,11.494252873563218
1804050,93.0,328.0,4588.0,7.149084568439407
1804080,95.0,171.0,2172.0,7.872928176795579
1804110,94.0,317.0,4000.0,7.925
1804140,95.0,85.0,1507.0,5.640345056403451
1804170,95.0,140.0,2467.0,5.6749087961086335
1804260,92.0,212.0,2392.0,8.862876254180602
1804320,82.0,2317.0,13771.0,16.825212402875607
1804350,95.0,56.0,2269.0,2.46804759806082
1804470,95.0,316.0,2663.0,11.866316184754035
1804560,92.0,213.0,3231.0,6.592386258124419
1804590,93.0,428.0,4122.0,10.383309073265403
1804620,82.0,267.0,1658.0,16.103739445114595
1804710,95.0,488.0,5142.0,9.490470633994557
1804770,77.0,6302.0,25922.0,24.311395725638455
1804980,87.0,613.0,3315.0,18.491704374057317
1805190,94.0,651.0,4212.0,15.455840455840455
1805280,95.0,439.0,3394.0,12.934590453741896
1805340,95.0,217.0,1905.0,11.391076115485564
1805370,92.0,1024.0,6128.0,16.710182767624023
1805400,81.0,948.0,7670.0,12.359843546284225
1805450,93.0,891.0,9468.0,9.4106463878327
1805460,95.0,148.0,1917.0,7.720396452790819
1805520,92.0,213.0,1903.0,11.19285338938518
1805550,91.0,490.0,3045.0,16.091954022988507
1805580,91.0,713.0,6411.0,11.121509904851038
1805670,92.0,2313.0,16162.0,14.31134760549437
1805700,92.0,266.0,2062.0,12.900096993210475
1805790,93.0,312.0,3511.0,8.886357163201367
1806030,97.0,539.0,4259.0,12.655552946701103
1806090,95.0,252.0,2257.0,11.165263624280016
1806120,85.0,400.0,2700.0,14.814814814814811
1806270,95.0,203.0,1617.0,12.554112554112551
1806390,96.0,746.0,3444.0,21.660859465737513
1806510,93.0,553.0,4570.0,12.100656455142232
1806570,84.0,1292.0,5409.0,23.88611573303753
1806600,90.0,529.0,4544.0,11.641725352112676
1806660,95.0,62.0,1548.0,4.0051679586563305
1806840,94.0,1077.0,5538.0,19.447453954496208
1806870,95.0,135.0,2505.0,5.389221556886228
1806900,87.0,188.0,1593.0,11.80163214061519
1807140,97.0,445.0,4377.0,10.166780900159928
1807230,95.0,157.0,2589.0,6.0641174198532255
1807260,96.0,289.0,3977.0,7.266784008046266
1807290,92.0,178.0,2040.0,8.72549019607843
1807320,93.0,1091.0,5166.0,21.11885404568331
1807350,97.0,88.0,4053.0,2.1712311867752283
1807410,93.0,1516.0,11458.0,13.23093035433758
1807440,95.0,427.0,3166.0,13.48704990524321
1807560,94.0,207.0,2960.0,6.993243243243243
1807620,92.0,158.0,1865.0,8.471849865951743
1807650,97.0,706.0,10519.0,6.711664606901797
1807680,95.0,190.0,1788.0,10.626398210290828
1807770,92.0,288.0,2001.0,14.3928035982009
1807860,85.0,952.0,4872.0,19.54022988505747
1807900,95.0,159.0,1895.0,8.390501319261213
1807920,92.0,170.0,1366.0,12.445095168374817
1807950,95.0,67.0,1467.0,4.567143830947512
1807980,95.0,152.0,1355.0,11.21771217712177
1808010,95.0,109.0,2024.0,5.3853754940711465
1808100,95.0,93.0,1902.0,4.889589905362776
1808220,95.0,139.0,2580.0,5.387596899224807
1808250,97.0,305.0,7555.0,4.037061548643282
1808310,95.0,147.0,1520.0,9.671052631578949
1808340,92.0,118.0,1734.0,6.805074971164937
1808760,96.0,641.0,10860.0,5.902394106813996
1808820,95.0,1777.0,16509.0,10.763825791992248
1808850,95.0,263.0,2121.0,12.3998114097124
1808900,92.0,175.0,1822.0,9.604829857299672
1808910,93.0,1193.0,11238.0,10.615767930236697
1808970,92.0,317.0,5397.0,5.873633500092644
1809000,99.0,146.0,2537.0,5.754828537642885
1809060,91.0,415.0,3556.0,11.670416197975252
1809120,92.0,190.0,1907.0,9.96329313057158
1809150,94.0,1112.0,7677.0,14.484824801354696
1809180,95.0,157.0,1458.0,10.768175582990398
1809370,94.0,398.0,4745.0,8.387776606954688
1809420,95.0,107.0,1656.0,6.461352657004831
1809480,92.0,224.0,2837.0,7.895664434261544
1809510,97.0,972.0,4967.0,19.5691564324542
1809630,92.0,199.0,1745.0,11.404011461318053
1809690,88.0,569.0,6406.0,8.88229784576959
1809750,95.0,294.0,2124.0,13.84180790960452
1809810,92.0,260.0,1898.0,13.6986301369863
1810020,87.0,245.0,2649.0,9.248773121932803
1810080,93.0,665.0,4860.0,13.68312757201646
1810140,95.0,384.0,4048.0,9.486166007905137
1810290,80.0,5126.0,17191.0,29.81792798557385
1810350,95.0,117.0,2015.0,5.806451612903226
1810360,93.0,365.0,3118.0,11.70622193713919
1810440,95.0,255.0,4458.0,5.720053835800807
1810450,95.0,206.0,1682.0,12.247324613555293
1810590,92.0,274.0,1675.0,16.35820895522388
1810650,97.0,1253.0,21519.0,5.822761280728658
1810680,95.0,114.0,1309.0,8.708938120702827
1810710,96.0,294.0,3667.0,8.017452958821925
1810860,95.0,227.0,1706.0,13.305978898007034
1810870,92.0,121.0,1722.0,7.0267131242741
1810920,95.0,165.0,1858.0,8.880516684607104
1810950,92.0,252.0,2570.0,9.80544747081712
1811100,88.0,529.0,2755.0,19.201451905626136
1811190,96.0,341.0,3786.0,9.006867406233491
1811250,92.0,255.0,1289.0,19.78277734678045
1811340,96.0,872.0,13245.0,6.5836164590411475
1811370,95.0,203.0,1866.0,10.878885316184352
1811400,92.0,166.0,1582.0,10.493046776232616
1811460,98.0,302.0,3292.0,9.173754556500608
1811580,92.0,156.0,2412.0,6.467661691542288
1811610,92.0,71.0,1409.0,5.039034776437189
1811700,95.0,86.0,1454.0,5.914718019257221
1811970,92.0,420.0,6382.0,6.581009088060169
1812090,84.0,2638.0,14745.0,17.89081044421838
1812120,95.0,329.0,2714.0,12.122328666175388
1812150,95.0,115.0,1539.0,7.472384665367121
1812180,85.0,241.0,2176.0,11.075367647058822
1812240,95.0,225.0,2970.0,7.575757575757576
1812360,82.0,2392.0,11992.0,19.94663108739159
1812390,90.0,804.0,10183.0,7.8955121280565645
1812420,94.0,1068.0,6944.0,15.380184331797231
1812450,92.0,430.0,2589.0,16.60872923908845
1812720,89.0,1237.0,11284.0,10.962424672102092
1812810,80.0,2930.0,16223.0,18.060777907908527
1812870,95.0,152.0,2375.0,6.4
1812880,94.0,321.0,3108.0,10.328185328185327
1812900,82.0,355.0,2373.0,14.959966287399917
1812990,95.0,92.0,1701.0,5.408583186360964
1813080,96.0,355.0,7907.0,4.489692677374478
1813110,95.0,154.0,2236.0,6.887298747763864
1813230,82.0,149.0,1404.0,10.612535612535613
1903150,95.0,121.0,1875.0,6.453333333333333
1903360,92.0,96.0,1481.0,6.482106684672519
1903540,98.0,455.0,4636.0,9.814495254529769
1903690,96.0,761.0,11688.0,6.510951403148528
1903930,95.0,154.0,1441.0,10.687022900763358
1904200,95.0,101.0,1725.0,5.855072463768115
1904830,87.0,151.0,1553.0,9.723116548615582
1904860,94.0,450.0,4606.0,9.769865392965697
1905070,95.0,141.0,2166.0,6.509695290858726
1905130,92.0,143.0,1808.0,7.90929203539823
1905790,79.0,785.0,3807.0,20.619910690832675
1906270,92.0,209.0,2195.0,9.521640091116174
1906330,95.0,122.0,1806.0,6.755260243632337
1906510,97.0,425.0,5438.0,7.815373299006987
1906540,84.0,2300.0,16613.0,13.844579546138569
1906660,92.0,114.0,1595.0,7.147335423197493
1906810,92.0,156.0,1539.0,10.1364522417154
1907080,95.0,189.0,1530.0,12.352941176470589
1907590,95.0,197.0,2455.0,8.024439918533604
1907620,92.0,82.0,1323.0,6.198034769463341
1907710,80.0,527.0,3645.0,14.458161865569272
1907860,92.0,569.0,5727.0,9.93539374890868
1908220,87.0,1073.0,9100.0,11.791208791208792
1908310,92.0,134.0,1428.0,9.38375350140056
1908520,95.0,299.0,3170.0,9.43217665615142
1908580,82.0,2773.0,14733.0,18.821692798479603
1908730,95.0,95.0,1680.0,5.654761904761905
1908910,87.0,228.0,2314.0,9.853068280034574
1908970,81.0,3457.0,32271.0,10.712404325865329
1909480,89.0,1074.0,10568.0,10.162755488266464
1911340,87.0,187.0,1635.0,11.43730886850153
1911820,85.0,556.0,3952.0,14.068825910931174
1911850,87.0,191.0,1860.0,10.268817204301076
1912510,95.0,62.0,1560.0,3.974358974358974
1912690,92.0,171.0,2102.0,8.135109419600381
1913200,92.0,225.0,1695.0,13.274336283185844
1913500,95.0,125.0,1575.0,7.936507936507936
1914370,92.0,50.0,1439.0,3.4746351633078527
1914580,92.0,134.0,1396.0,9.598853868194842
1914640,97.0,652.0,3634.0,17.94166208035223
1914700,91.0,1737.0,14317.0,12.13242997834742
1914730,92.0,94.0,1259.0,7.466243050039714
1915210,82.0,126.0,1296.0,9.722222222222223
1915450,96.0,420.0,7298.0,5.755001370238421
1915630,87.0,197.0,1727.0,11.407064273306313
1915840,95.0,178.0,1656.0,10.748792270531402
1916530,95.0,175.0,2175.0,8.045977011494253
1916680,92.0,177.0,2970.0,5.95959595959596
1917220,93.0,660.0,7549.0,8.742879851635978
1918510,92.0,127.0,1394.0,9.110473457675754
1918690,95.0,257.0,2193.0,11.719106247150023
1918720,88.0,949.0,5134.0,18.48461238800156
1918780,89.0,461.0,3838.0,12.011464304325168
1919890,92.0,213.0,1897.0,11.228255139694255
1920130,84.0,881.0,4898.0,17.986933442221314
1920250,95.0,106.0,1579.0,6.713109563014566
1920610,93.0,365.0,3060.0,11.9281045751634
1920910,95.0,88.0,1779.0,4.946599213041035
1920940,95.0,202.0,3207.0,6.298721546616775
1921240,97.0,188.0,2920.0,6.438356164383562
1921870,87.0,202.0,2174.0,9.291628334866605
1922110,91.0,538.0,4227.0,12.727702862550272
1922470,95.0,122.0,2442.0,4.995904995904995
1922530,95.0,216.0,1702.0,12.690951821386603
1923110,98.0,188.0,4876.0,3.855619360131255
1925320,92.0,159.0,1337.0,11.892296185489904
1925590,95.0,105.0,1617.0,6.493506493506493
1926400,86.0,1681.0,14236.0,11.808092160719305
1926580,95.0,26.0,1501.0,1.73217854763491
1926730,95.0,182.0,1550.0,11.741935483870968
1926820,95.0,555.0,7141.0,7.772020725388601
1926910,92.0,237.0,2054.0,11.538461538461538
1927000,92.0,122.0,1284.0,9.501557632398754
1927390,67.0,282.0,2452.0,11.500815660685156
1928680,94.0,278.0,4172.0,6.66347075743049
1929310,92.0,144.0,1510.0,9.536423841059603
1930240,87.0,187.0,1811.0,10.325786858089453
1930480,84.0,1946.0,10716.0,18.159761104889885
1930510,99.0,854.0,10422.0,8.194204567261561
1930540,92.0,122.0,2165.0,5.635103926096998
1930630,92.0,143.0,1608.0,8.893034825870647
1930900,95.0,161.0,1431.0,11.250873515024455
1930930,93.0,766.0,9033.0,8.480017712830731
1930990,95.0,177.0,1439.0,12.300208478109798
1931350,98.0,190.0,3453.0,5.502461627570229
1931680,95.0,65.0,1167.0,5.569837189374464
1931860,95.0,83.0,1758.0,4.721274175199089
2000003,92.0,203.0,1620.0,12.530864197530864
2000015,82.0,375.0,2326.0,16.122098022355978
2003180,87.0,173.0,1473.0,11.744738628649015
2003200,94.0,612.0,6332.0,9.665192672141504
2003300,95.0,179.0,1650.0,10.84848484848485
2003360,85.0,441.0,5931.0,7.435508345978755
2003450,82.0,533.0,2951.0,18.06167400881057
2003540,82.0,386.0,1709.0,22.586307782328845
2003630,87.0,359.0,2177.0,16.49058337161231
2003720,87.0,181.0,1423.0,12.719606465214335
2003780,85.0,250.0,2594.0,9.637625289128758
2004050,87.0,430.0,2626.0,16.374714394516374
2004200,92.0,189.0,2350.0,8.042553191489361
2004590,95.0,297.0,1794.0,16.555183946488295
2004890,87.0,109.0,1333.0,8.177044261065266
2004980,82.0,286.0,1913.0,14.950339780449555
2005460,90.0,1456.0,7062.0,20.617388841687905
2005490,98.0,399.0,6919.0,5.766729296141061
2005580,91.0,944.0,7078.0,13.33710087595366
2005730,92.0,363.0,1966.0,18.463886063072227
2005790,82.0,170.0,1213.0,14.014839241549875
2005940,91.0,1009.0,4184.0,24.11567877629063
2006090,92.0,154.0,1677.0,9.183064997018484
2006180,87.0,302.0,1865.0,16.193029490616624
2006390,81.0,1200.0,7090.0,16.92524682651622
2006420,94.0,754.0,6040.0,12.48344370860927
2006540,92.0,618.0,5572.0,11.091170136396268
2006660,83.0,700.0,2840.0,24.647887323943664
2007020,88.0,319.0,3118.0,10.230917254650416
2007050,91.0,1313.0,5622.0,23.35467805051583
2007590,87.0,52.0,658.0,7.90273556231003
2007620,84.0,876.0,4095.0,21.39194139194139
2007650,87.0,334.0,2011.0,16.608652411735456
2007740,82.0,261.0,1198.0,21.786310517529213
2007890,86.0,983.0,7154.0,13.7405647190383
2007950,74.0,5075.0,21362.0,23.757138844677463
2008340,96.0,437.0,2637.0,16.57186196435343
2008400,82.0,1482.0,11778.0,12.582781456953644
2008430,88.0,863.0,3776.0,22.85487288135593
2008730,82.0,936.0,5000.0,18.72
2008970,92.0,182.0,1675.0,10.865671641791044
2009140,93.0,740.0,7024.0,10.535307517084282
2009180,83.0,1139.0,6593.0,17.275898680418624
2009390,87.0,297.0,2478.0,11.98547215496368
2009840,95.0,247.0,1794.0,13.768115942028986
2009960,85.0,504.0,3247.0,15.522020326455188
2010140,94.0,667.0,20753.0,3.2139931576157665
2010500,92.0,243.0,1996.0,12.17434869739479
2010680,92.0,192.0,2365.0,8.118393234672304
2010710,90.0,764.0,3133.0,24.385572933290774
2011080,95.0,142.0,1925.0,7.376623376623377
2011250,92.0,168.0,1574.0,10.673443456162644
2011370,88.0,1012.0,6359.0,15.914451957855007
2011490,93.0,523.0,3931.0,13.304502671076063
2011640,90.0,4587.0,27100.0,16.92619926199262
2011850,56.0,441.0,2932.0,15.040927694406548
2012000,97.0,1780.0,22374.0,7.95566282291946
2012180,94.0,352.0,3441.0,10.229584423132811
2012210,95.0,237.0,1941.0,12.210200927357032
2012260,82.0,3023.0,13125.0,23.03238095238095
2012300,87.0,197.0,1885.0,10.450928381962864
2012360,76.0,1011.0,4156.0,24.326275264677573
2012420,82.0,279.0,1665.0,16.756756756756758
2012510,90.0,310.0,2968.0,10.444743935309972
2012840,95.0,163.0,1562.0,10.435339308578746
2012990,74.0,11498.0,49130.0,23.403215957663345
2013050,87.0,360.0,2118.0,16.997167138810198
2100030,95.0,462.0,2685.0,17.206703910614525
2100070,92.0,540.0,3097.0,17.43622860833064
2100081,89.0,1053.0,4739.0,22.219877611310405
2100120,95.0,712.0,3731.0,19.08335566872152
2100150,92.0,603.0,3151.0,19.136781973976515
2100270,92.0,456.0,2486.0,18.34271922767498
2100300,91.0,832.0,5003.0,16.630021986807915
2100330,92.0,525.0,1988.0,26.408450704225352
2100360,95.0,53.0,1375.0,3.854545454545454
2100390,95.0,798.0,2785.0,28.653500897666067
2100510,94.0,2158.0,20371.0,10.59349074664965
2100540,89.0,430.0,2691.0,15.97918989223337
2100570,90.0,428.0,4198.0,10.195331110052406
2100620,94.0,578.0,2984.0,19.369973190348524
2100630,99.0,265.0,2729.0,9.71051667277391
2100690,92.0,473.0,1898.0,24.92096944151739
2100720,93.0,683.0,2885.0,23.67417677642981
2100750,89.0,1940.0,13260.0,14.630467571644044
2100810,92.0,405.0,2201.0,18.400726942298956
2100840,95.0,240.0,2024.0,11.857707509881422
2100870,97.0,309.0,2856.0,10.819327731092438
2100900,97.0,498.0,4965.0,10.030211480362537
2100990,92.0,389.0,1902.0,20.4521556256572
2101020,99.0,1037.0,4331.0,23.943661971830984
2101050,95.0,281.0,2324.0,12.091222030981069
2101150,91.0,1430.0,8812.0,16.22787108488425
2101200,98.0,1071.0,5183.0,20.663708277059616
2101230,83.0,1211.0,3270.0,37.03363914373089
2101260,95.0,420.0,1914.0,21.9435736677116
2101320,96.0,530.0,2932.0,18.076398362892224
2101350,82.0,522.0,3659.0,14.266192948893138
2101440,95.0,338.0,1928.0,17.531120331950206
2101470,94.0,1717.0,11721.0,14.648920740551146
2101620,92.0,381.0,2023.0,18.833415719228867
2101650,95.0,307.0,2420.0,12.68595041322314
2101740,92.0,399.0,2512.0,15.88375796178344
2101760,92.0,486.0,2239.0,21.706118803037068
2101860,87.0,6865.0,41412.0,16.57732058340578
2101920,95.0,279.0,2296.0,12.151567944250871
2101950,97.0,1126.0,5954.0,18.91165602955996
2102010,90.0,1029.0,6385.0,16.11589663273297
2102040,96.0,118.0,3128.0,3.7723785166240407
2102130,92.0,259.0,1643.0,15.763846622032869
2102160,87.0,429.0,2695.0,15.918367346938776
2102220,92.0,395.0,2333.0,16.930990141448778
2102250,89.0,576.0,3774.0,15.262321144674084
2102280,92.0,326.0,4306.0,7.570831398049234
2102300,93.0,843.0,4330.0,19.468822170900697
2102340,92.0,268.0,1661.0,16.134858518964478
2102400,95.0,508.0,2828.0,17.963224893917964
2102460,95.0,197.0,1691.0,11.64991129509166
2102490,91.0,2343.0,14273.0,16.415609892804596
2102540,96.0,1601.0,3946.0,40.5727318803852
2102580,95.0,475.0,2920.0,16.267123287671232
2102640,95.0,458.0,2368.0,19.341216216216218
2102710,88.0,1280.0,7055.0,18.14316087880935
2102760,95.0,311.0,2097.0,14.830710538865045
2102860,89.0,935.0,6608.0,14.149515738498788
2102940,87.0,629.0,2223.0,28.29509671614935
2102990,82.0,22008.0,96907.0,22.710433714798725
2103030,94.0,1256.0,8347.0,15.047322391278303
2103060,95.0,849.0,3490.0,24.326647564469912
2103090,94.0,1382.0,14394.0,9.601222731693762
2103120,95.0,897.0,2340.0,38.333333333333336
2103150,88.0,1495.0,4414.0,33.86950611690077
2103180,95.0,325.0,2396.0,13.564273789649416
2103210,87.0,2426.0,9252.0,26.221357544314746
2103240,95.0,552.0,2586.0,21.34570765661253
2103330,95.0,400.0,1671.0,23.937761819269895
2103360,95.0,983.0,3108.0,31.628056628056623
2103390,95.0,461.0,2246.0,20.52537845057881
2103480,93.0,635.0,3932.0,16.149542217700915
2103540,91.0,479.0,3624.0,13.217439293598234
2103720,94.0,2198.0,11746.0,18.71275327771156
2103750,92.0,774.0,2079.0,37.22943722943723
2103780,95.0,555.0,3258.0,17.03499079189687
2103810,95.0,701.0,4810.0,14.573804573804576
2103840,92.0,391.0,1819.0,21.49532710280374
2103870,94.0,534.0,2803.0,19.05101676774884
2103900,95.0,233.0,1870.0,12.459893048128343
2103960,93.0,843.0,7059.0,11.942201444963876
2103990,95.0,622.0,2753.0,22.593534326189612
2104020,92.0,274.0,1529.0,17.920209287115764
2104050,93.0,718.0,4988.0,14.394546912590217
2104110,97.0,311.0,2842.0,10.942997888810696
2104140,87.0,305.0,1629.0,18.723143032535297
2104200,95.0,292.0,1867.0,15.640064274236742
2104250,91.0,1032.0,4590.0,22.483660130718956
2104290,92.0,569.0,1982.0,28.70837537840565
2104380,95.0,113.0,1627.0,6.945298094652736
2104410,94.0,781.0,4321.0,18.074519787086324
2104500,95.0,909.0,4325.0,21.01734104046243
2104530,96.0,1015.0,12407.0,8.18086564036431
2104560,92.0,312.0,1916.0,16.2839248434238
2104590,84.0,944.0,4791.0,19.703610937173867
2104650,81.0,440.0,2852.0,15.427769985974754
2104740,95.0,382.0,2389.0,15.989953955629971
2104770,93.0,1007.0,4030.0,24.98759305210918
2104800,96.0,1516.0,8225.0,18.43161094224924
2104890,92.0,712.0,2371.0,30.029523407844792
2104950,98.0,1355.0,8245.0,16.43420254699818
2105070,95.0,714.0,2868.0,24.89539748953975
2105100,94.0,680.0,3176.0,21.41057934508816
2105130,95.0,189.0,2266.0,8.340688437775816
2105160,97.0,427.0,3107.0,13.743160605085292
2105260,93.0,1123.0,9039.0,12.423940701405025
2105320,93.0,732.0,6841.0,10.700190030697266
2105400,95.0,605.0,3001.0,20.15994668443852
2105430,92.0,325.0,1642.0,19.792935444579783
2105490,96.0,415.0,3004.0,13.81491344873502
2105520,95.0,357.0,2682.0,13.31096196868009
2105550,92.0,286.0,2002.0,14.285714285714285
2105580,92.0,308.0,2076.0,14.836223506743735
2105640,92.0,354.0,2063.0,17.159476490547746
2105700,95.0,124.0,1717.0,7.22189866045428
2105730,98.0,1776.0,15695.0,11.315705638738452
2105760,95.0,293.0,1721.0,17.024985473561884
2105790,94.0,738.0,3206.0,23.019338739862757
2105820,82.0,356.0,2300.0,15.478260869565217
2105880,97.0,1028.0,4438.0,23.16358720144209
2106000,97.0,531.0,4062.0,13.07237813884786
2200022,95.0,55.0,1448.0,3.798342541436464
2200030,93.0,2059.0,9835.0,20.935434672089475
2200039,93.0,295.0,5306.0,5.559743686392763
2200040,72.0,328.0,1414.0,23.196605374823196
2200047,5.0,64.0,280.0,22.857142857142858
2200060,95.0,521.0,4328.0,12.037892791127542
2200090,88.0,2041.0,22170.0,9.206134415877312
2200120,94.0,521.0,3509.0,14.847534910230836
2200125,85.0,425.0,4617.0,9.20511154429283
2200148,95.0,33.0,575.0,5.739130434782608
2200150,85.0,1206.0,5374.0,22.44138444361742
2200156,82.0,81.0,556.0,14.568345323741008
2200157,40.0,2.0,2372.0,0.0843170320404721
2200160,95.0,122.0,763.0,15.98951507208388
2200180,94.0,917.0,6049.0,15.15953050090924
2200197,87.0,199.0,549.0,36.247723132969035
2200207,79.0,559.0,1153.0,48.482220294882914
2200210,92.0,321.0,2267.0,14.15968239964711
2200233,37.0,92.0,1911.0,4.814233385661957
2200237,92.0,94.0,565.0,16.63716814159292
2200238,52.0,40.0,455.0,8.791208791208792
2200240,72.0,454.0,2054.0,22.103213242453748
2200261,82.0,64.0,626.0,10.22364217252396
2200265,72.0,458.0,809.0,56.61310259579728
2200270,86.0,3683.0,22612.0,16.287811781355032
2200281,92.0,97.0,474.0,20.464135021097047
2200291,92.0,216.0,803.0,26.899128268991284
2200294,98.0,244.0,1108.0,22.021660649819495
2200297,95.0,53.0,1762.0,3.0079455164585696
2200299,95.0,29.0,971.0,2.9866117404737382
2200300,81.0,6325.0,39125.0,16.166134185303516
2200330,88.0,5069.0,32744.0,15.480698753970191
2200360,95.0,291.0,1540.0,18.896103896103895
2200480,80.0,612.0,3397.0,18.01589637915808
2200510,93.0,651.0,5222.0,12.466487935656836
2200540,72.0,7219.0,40148.0,17.980970409484907
2200600,82.0,331.0,1924.0,17.203742203742202
2200630,81.0,1326.0,5932.0,22.353337828725557
2200660,82.0,1131.0,3101.0,36.4721057723315
2200690,83.0,575.0,3020.0,19.039735099337747
2200720,86.0,1810.0,13127.0,13.788375104745942
2200750,94.0,604.0,4975.0,12.14070351758794
2200780,87.0,539.0,2255.0,23.902439024390244
2200810,98.0,1027.0,5963.0,17.222874392084524
2200840,73.0,8853.0,48617.0,18.209679741654153
2200870,77.0,4282.0,30271.0,14.145551848303656
2200900,96.0,2272.0,14113.0,16.09863246652023
2200960,95.0,494.0,2650.0,18.641509433962263
2200990,98.0,632.0,5428.0,11.643330876934414
2201020,87.0,3203.0,24506.0,13.07026850567208
2201080,90.0,1128.0,7897.0,14.28390528048626
2201110,72.0,775.0,3869.0,20.031015766347892
2201140,86.0,1031.0,6197.0,16.63708245925448
2201170,79.0,660.0,4895.0,13.48314606741573
2201200,87.0,2567.0,19407.0,13.227186066883084
2201230,93.0,356.0,4185.0,8.506571087216248
2201260,72.0,750.0,2789.0,26.89135891000359
2201290,82.0,3774.0,23389.0,16.135790328787035
2201350,82.0,488.0,2892.0,16.874135546334717
2201380,95.0,692.0,4440.0,15.585585585585584
2201410,95.0,1063.0,7724.0,13.762299326773691
2201440,86.0,555.0,9372.0,5.921895006402049
2201500,85.0,351.0,3860.0,9.093264248704664
2201530,81.0,856.0,5950.0,14.38655462184874
2201560,74.0,2120.0,13677.0,15.500475250420417
2201590,82.0,1236.0,8047.0,15.359761401764631
2201620,95.0,1265.0,8603.0,14.704172962919912
2201650,84.0,4371.0,38344.0,11.399436678489463
2201680,76.0,4629.0,19419.0,23.837478757917506
2201740,90.0,3227.0,17887.0,18.041035388829876
2201770,87.0,405.0,2069.0,19.57467375543741
2201800,95.0,1320.0,9720.0,13.580246913580249
2201830,94.0,1489.0,8898.0,16.73409755001124
2201860,84.0,817.0,5282.0,15.467625899280575
2201890,84.0,1302.0,6269.0,20.768862657521137
2201920,83.0,396.0,3926.0,10.086602139582272
2201980,92.0,244.0,2301.0,10.604085180356366
2202010,87.0,508.0,2267.0,22.40846934274371
2300053,95.0,92.0,691.0,13.314037626628076
2302610,78.0,784.0,3555.0,22.053445850914205
