LEAID,grad_rate
1800630,92.1875
1800840,90.66666666666667
1801020,97.0
1801200,96.8125
1801440,92.9375
1801590,90.6
1801890,92.1875
1802280,94.125
1802400,87.875
1802490,96.375
1802550,94.66666666666667
1802640,84.6875
1802660,92.0
1802800,93.0625
1802830,97.1875
1802850,89.52941176470588
1802880,71.125
1802970,89.66666666666667
1803270,85.41666666666667
1803450,79.45833333333333
1803510,89.75
1803630,84.10810810810811
1803660,86.5
1803690,91.1875
1803700,87.25
1803750,95.125
1803870,72.70588235294117
1803930,84.375
1803940,90.35
1803960,94.375
1804050,88.1875
1804110,92.125
1804170,86.4
1804320,78.53846153846153
1804560,93.375
1804590,92.375
1804710,89.6875
1804770,69.48148148148148
1804980,92.75
1805190,88.0
1805280,89.875
1805370,82.07692307692308
1805400,82.9090909090909
1805450,94.125
1805550,88.14285714285714
1805580,87.73333333333333
1805670,88.6875
1805790,93.875
1806030,91.0
1806120,86.75
1806390,93.125
1806510,88.5625
1806570,84.875
1806600,91.1
1806840,87.33333333333333
1807140,92.6923076923077
1807260,93.75
1807290,82.0
1807320,88.0
1807350,96.25
1807410,92.0625
1807440,91.75
1807560,94.66666666666667
1807650,94.9375
1807680,91.5
1807860,86.125
1808220,92.4
1808250,96.42857142857143
1808760,95.4375
1808820,91.33333333333333
1808910,92.4090909090909
1808970,94.46153846153847
1809060,88.875
1809150,90.76470588235294
1809370,92.6
1809480,89.33333333333333
1809510,89.875
1809690,88.2
1809750,97.0
1810020,75.0
1810080,93.5
1810140,92.5
1810290,78.09375
1810360,93.375
1810440,91.54545454545455
1810650,95.6875
1810710,94.75
1811100,83.85714285714286
1811190,93.92857142857143
1811340,91.5625
1811460,95.42857142857143
1811580,86.0
1811970,92.8125
1812090,88.20833333333333
1812120,79.5
1812180,83.33333333333333
1812240,89.5
1812360,86.85185185185185
1812390,89.875
1812420,91.625
1812720,85.23333333333333
1812810,79.21875
1812880,95.0
1813080,95.85714285714286
1903540,93.125
1903690,94.6875
1904860,93.75
1905790,74.75
1906510,96.0
1906540,79.45833333333333
1907710,84.625
1907860,91.8
1908220,84.08333333333333
1908580,79.75
1908970,75.34693877551021
1909480,89.47058823529412
1911820,82.375
1914640,96.0
1914700,90.47368421052632
1915450,96.25
1916680,91.125
1917220,91.9375
1918720,84.75
1918780,88.625
1920130,82.0
1920610,92.42857142857143
1920940,90.125
1921240,96.5
1922110,85.75
1923110,96.33333333333333
1926400,85.32
1926820,96.86666666666666
1928680,96.5
1930480,77.16666666666667
1930510,98.0
1930930,93.3125
1931350,97.375
2000015,72.0
2003200,92.26666666666667
2003360,87.6875
2003450,80.66666666666667
2003780,85.33333333333333
2004050,81.0
2005460,87.5
2005490,96.4375
2005580,86.8695652173913
2005940,83.375
2006390,77.34782608695652
2006420,94.3
2006540,91.0
2006660,81.375
2007020,87.4
2007050,89.16666666666667
2007620,83.0
2007890,78.875
2007950,68.78378378378379
2008340,94.125
2008400,80.82608695652173
2008430,87.5
2008730,87.25
2009140,93.875
2009180,80.375
2009390,92.0
2009960,84.75
2010140,88.52
2010710,82.57142857142857
2011370,83.45833333333333
2011490,92.375
2011640,87.11111111111111
2011850,52.8125
2012000,96.4375
2012180,93.125
2012260,72.36
2012360,78.0
2012510,88.5
2012990,70.0
2100070,90.6
2100081,87.81818181818181
2100120,96.0
2100150,92.4
2100300,86.58333333333333
2100510,91.44444444444444
2100540,90.0
2100570,92.5
2100620,94.16666666666667
2100630,95.5
2100720,92.66666666666667
2100750,84.72222222222223
2100870,95.16666666666667
2100900,95.83333333333333
2101020,97.66666666666667
2101150,86.88888888888889
2101200,94.0909090909091
2101230,83.0
2101320,96.0
2101350,78.5
2101470,90.76470588235294
2101650,93.5
2101860,81.8
2101950,93.71428571428571
2102010,84.25
2102040,96.25
2102250,88.5
2102280,92.4
2102300,89.8
2102400,93.75
2102490,89.27777777777777
2102540,89.5
2102580,89.8
2102710,89.46153846153847
2102860,88.25
2102990,75.8108108108108
2103030,88.66666666666667
2103060,93.4
2103090,90.76470588235294
2103150,88.875
2103210,81.83333333333333
2103360,93.0
2103480,92.66666666666667
2103540,91.0
2103720,92.11111111111111
2103780,92.0
2103810,92.36363636363636
2103870,92.0
2103960,92.16666666666667
2103990,88.0
2104050,93.25
2104110,95.16666666666667
2104250,89.33333333333333
2104410,92.08333333333333
2104500,92.0
2104530,96.16666666666667
2104590,86.0
2104650,83.0
2104740,91.0
2104770,90.5
2104800,92.0
2104950,95.55555555555556
2105070,93.66666666666667
2105100,93.33333333333333
2105160,92.0
2105260,88.08333333333333
2105320,91.5
2105400,93.33333333333333
2105490,94.66666666666667
2105520,97.0
2105730,93.83333333333333
2105790,90.5
2105880,93.16666666666667
2106000,96.0
2200030,85.0952380952381
2200039,90.375
2200053,72.0
2200054,54.583333333333336
2200060,88.125
2200090,83.9375
2200120,84.5
2200125,84.0
2200150,72.125
2200157,45.666666666666664
2200180,91.42857142857143
2200207,64.6
2200270,77.3125
2200294,98.0
2200300,69.0625
2200330,77.5625
2200480,74.5
2200510,88.125
2200540,68.06451612903226
2200630,70.88888888888889
2200660,73.5
2200690,81.125
2200720,74.125
2200750,75.375
2200810,89.5
2200840,68.38095238095238
2200870,71.83870967741936
2200900,84.0
2200990,88.75
2201020,80.58333333333333
2201080,69.52173913043478
2201110,67.375
2201140,74.4
2201170,87.83333333333333
2201200,78.8125
2201230,86.625
2201260,70.0
2201290,70.875
2201350,75.66666666666667
2201380,85.375
2201410,83.45454545454545
2201440,83.0
2201500,78.875
2201530,74.9047619047619
2201560,68.15625
2201590,78.83333333333333
2201620,79.95833333333333
2201650,74.74285714285715
2201680,69.8125
2201740,76.03333333333333
2201800,90.0
2201830,86.875
2201860,81.88888888888889
2201890,78.0
2201920,74.25
2302610,78.125
2302640,83.33333333333333
2302820,84.77777777777777
2303150,88.4
2303780,90.6
2306060,92.5
2307320,69.3
2309930,79.5909090909091
2310500,81.5
2310530,94.75
2310770,81.625
2311370,94.0
2311790,83.11111111111111
2311880,79.0
2312330,85.71428571428571
2313560,79.0
2314330,89.0
2314590,75.75
2314670,84.77777777777777
2314700,84.14285714285714
2314768,87.0
2314779,90.75
2314790,83.5
2314791,84.0
2314793,90.125
2314795,83.0
2400030,89.52631578947368
2400060,78.91666666666667
2400090,63.45238095238095
2400120,82.53571428571429
2400150,93.6875
2400180,85.2
2400210,91.41666666666667
2400240,86.16666666666667
2400270,89.4375
2400300,83.44444444444444
2400330,87.52631578947368
2400360,92.41666666666667
2400390,82.69444444444444
2400420,87.93877551020408
2400480,81.38888888888889
2400510,72.0327868852459
2400540,94.4375
2400570,79.33333333333333
2400600,88.9047619047619
2400630,90.0
2400660,90.04166666666667
2400690,80.65625
2400720,92.5625
2500001,86.33333333333333
2500058,97.0
2500541,95.28571428571429
2500554,97.0
2500556,32.0
2501710,95.86666666666666
2501800,90.72727272727273
2501920,89.5
2501950,95.0625
2501980,92.375
2502110,93.375
2502190,87.75
2502310,86.35714285714286
2502400,94.33333333333333
2502430,92.33333333333333
2502460,81.0
2502490,95.625
2502640,88.5
2502670,87.53846153846153
2502710,98.0
2502740,97.0
2502790,67.296875
2502940,94.13333333333334
2503030,92.125
2503080,96.66666666666667
2503090,72.2
2503150,92.125
2503240,92.875
2503270,86.875
2503300,95.625
2503510,94.25
2503540,58.888888888888886
2503660,75.75
2503870,96.625
2503990,91.75
2504020,91.875
