LEAID,chron_absent,enrolled,absent_rate
400937,50.0,549.0,9.107468123861565
400938,42.0,129.0,32.55813953488372
400939,9.0,54.0,16.666666666666664
400940,229.0,818.0,27.995110024449875
400941,15.0,218.0,6.8807339449541285
400942,97.0,260.0,37.30769230769231
400943,48.0,626.0,7.667731629392971
400944,326.0,2089.0,15.605552896122546
400945,63.0,193.0,32.64248704663213
400946,41.0,147.0,27.89115646258503
400947,70.0,168.0,41.66666666666667
400948,198.0,1150.0,17.217391304347824
400949,92.0,325.0,28.307692307692307
400951,60.0,398.0,15.07537688442211
400952,93.0,151.0,61.58940397350994
400953,146.0,573.0,25.479930191972077
400954,132.0,623.0,21.187800963081862
400955,16.0,101.0,15.841584158415841
400956,53.0,197.0,26.903553299492383
400958,34.0,581.0,5.851979345955249
400960,1616.0,5546.0,29.138117562206993
400961,38.0,200.0,19.0
400963,47.0,632.0,7.436708860759493
400964,124.0,315.0,39.36507936507937
400966,3.0,80.0,3.75
400968,111.0,173.0,64.16184971098265
400969,16.0,42.0,38.095238095238095
400970,5.0,7.0,71.42857142857143
400971,1.0,18.0,5.555555555555555
401000,74.0,457.0,16.192560175054705
401050,834.0,2344.0,35.580204778157
401080,73.0,316.0,23.10126582278481
401160,34.0,113.0,30.08849557522124
401180,291.0,745.0,39.06040268456376
401230,1.0,10.0,10.0
401260,20.0,87.0,22.988505747126435
401290,12.0,22.0,54.54545454545454
401330,27.0,66.0,40.909090909090914
401380,2095.0,5084.0,41.20771046420141
401410,957.0,4165.0,22.97719087635054
401460,1817.0,5887.0,30.864616952607438
401500,765.0,2893.0,26.443138610438993
401600,613.0,1552.0,39.49742268041237
401650,35.0,134.0,26.119402985074625
401680,4551.0,17229.0,26.414765801845725
401710,2099.0,6788.0,30.922215674720093
401740,884.0,3603.0,24.535109630863168
401760,692.0,5209.0,13.284699558456516
401810,68.0,135.0,50.37037037037037
401870,6170.0,46115.0,13.379594492030792
401940,1853.0,3742.0,49.51897381079636
402190,75.0,162.0,46.2962962962963
402220,12.0,103.0,11.650485436893204
402250,84.0,605.0,13.884297520661157
402320,919.0,2233.0,41.155396327810124
402370,635.0,2082.0,30.499519692603265
402400,1680.0,6152.0,27.308192457737324
402430,1195.0,6147.0,19.440377419879614
402480,17.0,39.0,43.58974358974359
402490,9.0,41.0,21.951219512195124
402530,1108.0,4004.0,27.672327672327672
402600,69.0,356.0,19.382022471910112
402690,4961.0,24927.0,19.902114173386288
402740,87.0,212.0,41.0377358490566
402760,20.0,131.0,15.267175572519085
402790,213.0,878.0,24.25968109339408
402860,2922.0,9875.0,29.589873417721517
402920,2413.0,8854.0,27.253218884120173
403010,1158.0,5473.0,21.158414032523297
403040,313.0,1337.0,23.410620792819746
403060,1113.0,4571.0,24.349157733537517
403080,47.0,210.0,22.380952380952383
403150,127.0,865.0,14.682080924855493
403200,225.0,627.0,35.88516746411483
403240,1110.0,5127.0,21.650087770626097
403290,312.0,1140.0,27.368421052631582
403310,131.0,439.0,29.84054669703872
403400,4455.0,35122.0,12.68435738283697
403420,4279.0,12817.0,33.38534758523836
403450,3959.0,15472.0,25.58815925542916
403500,710.0,1698.0,41.81389870435807
403550,70.0,286.0,24.475524475524477
403660,7.0,28.0,25.0
403730,66.0,270.0,24.444444444444443
403780,2087.0,12414.0,16.811664250040277
403820,539.0,2034.0,26.499508357915435
403860,338.0,718.0,47.07520891364902
403870,1238.0,5671.0,21.830365014988537
403900,16.0,94.0,17.02127659574468
403950,538.0,1109.0,48.512173128944994
403960,1543.0,6090.0,25.336617405582924
403990,1197.0,4739.0,25.258493353028065
404010,59.0,442.0,13.34841628959276
404060,996.0,1832.0,54.366812227074234
404170,17.0,77.0,22.07792207792208
404230,2383.0,17113.0,13.925086191784025
404280,1247.0,5527.0,22.561968518183463
404290,1876.0,7008.0,26.769406392694062
404320,696.0,3463.0,20.098180768120127
404380,1997.0,11706.0,17.059627541431745
404410,105.0,375.0,28.000000000000004
404440,1265.0,5910.0,21.40439932318105
404500,862.0,6022.0,14.314181335104617
404530,34.0,127.0,26.77165354330709
404570,207.0,760.0,27.236842105263158
404630,3401.0,12002.0,28.336943842692886
404720,1803.0,6834.0,26.382791922739244
404770,295.0,662.0,44.561933534743204
404820,208.0,494.0,42.10526315789473
404860,48.0,127.0,37.79527559055118
404920,20.0,55.0,36.36363636363637
404970,12663.0,63345.0,19.990528060620413
405030,415.0,1271.0,32.65145554681354
405070,332.0,1231.0,26.96994313566206
405100,4.0,21.0,19.047619047619047
405190,411.0,1115.0,36.8609865470852
405220,24.0,170.0,14.117647058823529
405320,354.0,1382.0,25.615050651230103
405340,27.0,143.0,18.88111888111888
405400,492.0,1687.0,29.164196799051574
405430,66.0,288.0,22.916666666666664
405460,295.0,790.0,37.34177215189873
405530,1283.0,5881.0,21.816017684067333
405640,96.0,379.0,25.32981530343008
405670,775.0,2929.0,26.45954250597474
405730,5.0,17.0,29.411764705882355
405760,24.0,87.0,27.586206896551722
405820,1161.0,2727.0,42.57425742574257
405850,100.0,469.0,21.321961620469082
405880,241.0,906.0,26.600441501103756
405930,6220.0,32162.0,19.339593308873827
405980,820.0,1911.0,42.90947148090005
406000,30.0,93.0,32.25806451612903
406030,26.0,82.0,31.70731707317073
406070,898.0,2174.0,41.306347746090154
406120,139.0,184.0,75.54347826086956
406150,19.0,97.0,19.587628865979383
406210,1402.0,10022.0,13.989223707842747
406250,5913.0,37867.0,15.615179443842925
406300,1346.0,6147.0,21.896860257035954
406330,13428.0,27353.0,49.091507330091765
406360,73.0,169.0,43.19526627218935
406440,169.0,924.0,18.29004329004329
406510,40.0,130.0,30.76923076923077
406580,778.0,2176.0,35.75367647058824
406630,15.0,103.0,14.563106796116504
406730,917.0,3902.0,23.500768836494107
406740,338.0,720.0,46.94444444444444
406780,67.0,209.0,32.057416267942585
406810,1363.0,7574.0,17.995775019804594
406850,92.0,457.0,20.13129102844639
406870,234.0,484.0,48.34710743801653
406900,46.0,401.0,11.471321695760599
406960,1064.0,1566.0,67.94380587484035
407020,243.0,937.0,25.933831376734258
407080,3083.0,8866.0,34.77329122490413
407130,408.0,1330.0,30.67669172932331
407170,427.0,1697.0,25.16205067766647
407200,340.0,746.0,45.57640750670242
407240,667.0,3020.0,22.08609271523179
407300,1211.0,6563.0,18.451927472192594
407380,1.0,19.0,5.263157894736842
407430,26.0,114.0,22.807017543859647
407500,50.0,238.0,21.008403361344538
407520,894.0,3374.0,26.496739774748075
407530,176.0,443.0,39.729119638826184
407570,4188.0,23231.0,18.027635487064696
407630,58.0,125.0,46.400000000000006
407680,5.0,35.0,14.285714285714285
407700,654.0,2490.0,26.265060240963855
